date,t,days_from_start,team,dept_bin,team_dept_idx,split_code,day_num,sin_dow,cos_dow,quarter,week_of_study,logit_productivity,productivity_beta,actual_productivity,log_incentive,log_wip_imputed,log_over_time,log_smv,log_workers,incentive_x_log_wip,log_wip_x_log_workers,no_of_style_change,style_change_flag,targeted_productivity,wip_missing_flag,idle_event,cum_overtime_team,outlier_flag,low_productivity
2015-01-01,0,0,10,0,1,0,5,-0.8660254037844386,0.5000000000000001,1,1,0.8748055091700868,0.7057446397092731,0.705916667,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.65,1,0,960,0,0
2015-01-01,0,0,10,1,13,0,5,-0.8660254037844386,0.5000000000000001,1,1,0.9052538179243138,0.7120279660918964,0.712205247,3.828641396489095,6.361302477572996,8.776630098427717,2.960623096440423,3.9889840465642745,24.355146001224615,25.375134098408473,0,0,0.75,0,0,7440,0,1
2015-01-01,0,0,11,0,2,0,5,-0.8660254037844386,0.5000000000000001,1,1,-0.255868536275442,0.4363795833283207,0.436326389,0.0,0.0,7.273092595999522,1.423108334242607,2.4849066497880004,0.0,0.0,0,0,0.7,1,0,1440,0,1
2015-01-01,0,0,11,1,14,0,5,-0.8660254037844386,0.5000000000000001,1,1,1.3882917381213682,0.8003193888320802,0.800570492,3.9318256327243257,0.0,8.205491613120236,2.4344901638739844,3.417726683613366,0.0,0.0,0,0,0.8,0,0,5100,0,0
2015-01-01,0,0,12,1,15,0,5,-0.8660254037844386,0.5000000000000001,1,1,1.3882917381213682,0.8003193888320802,0.800570492,3.9318256327243257,0.0,8.205491613120236,2.4344901638739844,3.417726683613366,0.0,0.0,0,0,0.8,0,0,3660,0,0
2015-01-03,1,2,1,0,0,0,0,0.0,1.0,1,1,2.2262265010916744,0.9025800615973265,0.902916667,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,8820,0,0
2015-01-03,1,2,1,1,12,0,0,0.0,1.0,1,1,1.3892600087789913,0.8004740814903927,0.800725314,3.9318256327243257,6.650279048587422,8.748463629942055,3.3350575791576103,4.034240638152395,26.14773762800557,26.82882599286483,0,0,0.8,0,0,15120,0,0
2015-01-03,1,2,2,0,4,0,0,0.0,1.0,1,1,1.2786034199540388,0.7822119538279031,0.782447917,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,7920,0,1
2015-01-03,1,2,2,1,16,0,0,0.0,1.0,1,1,1.0987934781844715,0.7500339714954052,0.75024303,3.828641396489095,6.851184927493743,8.79497643168877,2.9892110565637253,4.007333185232471,26.230730228404685,27.4549807181102,0,0,0.75,0,0,14520,0,0
2015-01-03,1,2,3,0,5,0,0,0.0,1.0,1,1,2.8420404697747115,0.9449057831979951,0.945277778,0.0,0.0,7.353081920515432,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.75,1,0,8460,0,0
2015-01-03,1,2,3,1,17,0,0,0.0,1.0,1,1,1.386744669738769,0.8000720396457812,0.800322936,3.9318256327243257,0.0,8.785845337961213,3.3350575791576103,3.9982007016691985,0.0,0.0,0,0,0.8,0,0,15000,0,0
2015-01-03,1,2,4,0,6,0,0,0.0,1.0,1,1,4.378969138409771,0.9876169844912281,0.988024691,0.0,0.0,8.79497643168877,1.423108334242607,2.995732273553991,0.0,0.0,0,0,0.8,1,0,15960,0,0
2015-01-03,1,2,4,1,18,0,0,0.0,1.0,1,1,0.8471399684401982,0.6999668416441103,0.700134038,0.0,6.300785794663244,9.53249633228804,3.165053018170694,4.0943445622221,0.0,25.79758805610571,0,0,0.7,0,0,29760,0,0
2015-01-03,1,2,5,1,19,0,0,0.0,1.0,1,1,1.3856563472960834,0.7998978982489557,0.800148649,3.9318256327243257,0.0,8.865170419651774,2.4518667957098,3.449987545831587,0.0,0.0,0,0,0.8,0,0,10740,0,0
2015-01-03,1,2,6,1,20,0,0,0.0,1.0,1,1,1.3855087275756837,0.7998742690058479,0.800125,3.9318256327243257,7.050122520269059,8.812992231969966,3.254242968705492,4.02535169073515,27.71985243904091,28.37922260685501,0,0,0.8,0,0,8640,0,0
2015-01-03,1,2,7,0,9,0,0,0.0,1.0,1,1,0.5117123832031671,0.6252078111946534,0.6253125,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,8640,0,1
2015-01-03,1,2,7,1,21,0,0,0.0,1.0,1,1,1.3855087275756837,0.7998742690058479,0.800125,3.6635616461296463,0.0,8.812992231969966,3.254242968705492,4.02535169073515,0.0,0.0,0,0,0.8,0,0,15360,0,0
2015-01-03,1,2,8,0,10,0,0,0.0,1.0,1,1,0.5246143476060059,0.628226120524645,0.628333333,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,9000,0,1
2015-01-03,1,2,8,1,22,0,0,0.0,1.0,1,1,1.3867178601211287,0.8000677512314118,0.800318644,3.9318256327243257,7.140453043101158,8.865170419651774,3.264231526588998,4.07753744390572,28.075016304129548,29.115464649695515,0,0,0.8,0,0,16080,0,0
2015-01-03,1,2,9,0,11,0,0,0.0,1.0,1,1,3.0759481321106237,0.9558896543592316,0.956270833,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,7860,0,0
2015-01-03,1,2,9,1,23,0,0,0.0,1.0,1,1,0.8463369101807844,0.699798161680869,0.699965217,3.713572066704308,0.0,8.839421607620602,3.3350575791576103,4.051784947803305,0.0,0.0,0,0,0.7,0,0,14760,0,1
2015-01-03,1,2,10,0,1,0,0,0.0,1.0,1,1,0.8551382776061907,0.7016439014202172,0.7018125,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0,0,0.7,1,0,8400,0,0
2015-01-03,1,2,10,1,13,0,0,0.0,1.0,1,1,1.3072921066404004,0.7870596745497076,0.787299691,4.04305126783455,6.415096959171596,8.776630098427717,2.960623096440423,3.9889840465642745,25.936565894060287,25.589719427298483,0,0,0.75,0,0,14880,0,0
2015-01-03,1,2,11,0,2,0,0,0.0,1.0,1,1,4.367250633433648,0.987472849005848,0.987880435,0.0,0.0,8.637816633739977,1.0647107369924282,2.833213344056216,0.0,0.0,0,0,0.75,1,0,10740,0,0
2015-01-03,1,2,11,1,14,0,0,0.0,1.0,1,1,1.386209758254657,0.799986463197995,0.800237288,3.9318256327243257,6.913737350659685,8.865170419651774,2.4518667957098,3.3843902633457743,27.18360973324732,23.398785372902648,0,0,0.8,0,0,17820,0,0
2015-01-03,1,2,12,1,15,0,0,0.0,1.0,1,1,1.3867178601211287,0.8000677512314118,0.800318644,4.1588830833596715,0.0,8.865170419651774,3.264231526588998,4.07753744390572,0.0,0.0,0,0,0.8,0,0,10740,0,0
2015-01-04,2,3,1,0,0,0,1,0.8660254037844386,0.5000000000000001,1,1,2.3747601035088164,0.91488227546533,0.915229167,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,16080,0,0
2015-01-04,2,3,1,1,12,0,1,0.8660254037844386,0.5000000000000001,1,1,1.3867178601211287,0.8000677512314118,0.800318644,4.1588830833596715,6.9411900550683745,8.865170419651774,3.264231526588998,4.07753744390572,28.86759789840825,28.302962354807303,0,0,0.8,0,0,23160,0,0
2015-01-04,2,3,2,0,4,0,1,0.8660254037844386,0.5000000000000001,1,1,1.336174508221427,0.7918601367852965,0.792104167,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,15480,0,1
2015-01-04,2,3,2,1,16,0,1,0.8660254037844386,0.5000000000000001,1,1,1.3862131927120938,0.799987012738513,0.800237838,3.9318256327243257,0.0,8.804024902413179,3.3350575791576103,4.0163830207523885,0.0,0.0,0,0,0.8,0,0,22140,0,0
2015-01-04,2,3,3,0,5,0,1,0.8660254037844386,0.5000000000000001,1,1,4.6990679003408005,0.9909783719665831,0.991388889,0.0,0.0,7.353081920515432,1.423108334242607,2.0794415416798357,0.0,0.0,0,0,0.75,1,0,16560,0,0
2015-01-04,2,3,3,1,17,0,1,0.8660254037844386,0.5000000000000001,1,1,1.0987934781844715,0.7500339714954052,0.75024303,3.828641396489095,0.0,8.79497643168877,2.9892110565637253,4.007333185232471,0.0,0.0,0,0,0.75,0,0,23160,0,0
2015-01-04,2,3,4,0,6,0,1,0.8660254037844386,0.5000000000000001,1,1,1.8267730594609601,0.8613768574369255,0.861679012,0.0,0.0,8.79497643168877,1.3711807233098425,2.995732273553991,0.0,0.0,0,0,0.8,1,0,36360,0,0
2015-01-04,2,3,4,1,18,0,1,0.8660254037844386,0.5000000000000001,1,1,1.3884640971453621,0.8003469318028403,0.800598058,3.9318256327243257,6.778784897685177,8.357259153499912,3.3350575791576103,4.0163830207523885,26.653000219443125,27.22619656439546,0,0,0.8,0,0,40620,0,0
2015-01-04,2,3,5,1,19,0,1,0.8660254037844386,0.5000000000000001,1,1,0.4194255233938726,0.6033457744895572,0.603432184,3.295836866004329,0.0,8.848078421168667,3.821441627196908,4.060443010546419,0.0,0.0,0,0,0.7,0,0,17700,0,1
2015-01-04,2,3,6,1,20,0,1,0.8660254037844386,0.5000000000000001,1,1,1.9867347391964705,0.8793972602105263,0.879714482,3.9318256327243257,6.29156913955832,8.850230965588816,2.4518667957098,3.4339872044851463,24.737352812972734,21.605167921376893,0,0,0.8,0,0,15615,0,0
2015-01-04,2,3,7,0,9,0,1,0.8660254037844386,0.5000000000000001,1,1,0.6967379927636308,0.6674641468103593,0.667604167,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,16320,0,1
2015-01-04,2,3,7,1,21,0,1,0.8660254037844386,0.5000000000000001,1,1,1.7357283685895204,0.8501436757293234,0.850436438,4.110873864173311,7.113142108707088,8.85666093701725,3.254242968705492,4.034240638152395,29.2412299868346,28.696126959899157,0,0,0.8,0,0,23340,0,0
2015-01-04,2,3,8,0,10,0,1,0.8660254037844386,0.5000000000000001,1,1,0.7655417400081476,0.682555694459482,0.682708333,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,17040,0,1
2015-01-04,2,3,8,1,22,0,1,0.8660254037844386,0.5000000000000001,1,1,1.7350124637038384,0.8500524470075188,0.850345133,3.828641396489095,0.0,8.821879862683842,3.254242968705492,4.034240638152395,0.0,0.0,0,0,0.8,0,0,23820,0,0
2015-01-04,2,3,9,0,11,0,1,0.8660254037844386,0.5000000000000001,1,1,2.6066013782401813,0.9312852266232248,0.931645833,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,15720,0,0
2015-01-04,2,3,9,1,23,0,1,0.8660254037844386,0.5000000000000001,1,1,1.7367722623718702,0.8502766185730994,0.850569492,4.110873864173311,7.153833801578843,8.865170419651774,3.264231526588998,4.07753744390572,29.40850840355007,29.170025193416134,0,0,0.8,0,0,22800,0,0
2015-01-04,2,3,10,0,1,0,1,0.8660254037844386,0.5000000000000001,1,1,1.1472695180119532,0.759011829924812,0.759228395,0.0,0.0,8.371242135931933,1.3711807233098425,2.8903717578961645,0.0,0.0,0,0,0.7,1,0,19200,0,0
2015-01-04,2,3,10,1,13,0,1,0.8660254037844386,0.5000000000000001,1,1,0.8463369101807844,0.699798161680869,0.699965217,3.713572066704308,7.0925737159746784,8.839421607620602,3.3350575791576103,4.051784947803305,26.33878363268474,28.737583423571554,0,0,0.7,0,0,26100,0,1
2015-01-04,2,3,11,0,2,0,1,0.8660254037844386,0.5000000000000001,1,1,-0.63683594911807,0.34596212720802005,0.345833333,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0,0,0.75,1,0,18780,0,1
2015-01-04,2,3,11,1,14,0,1,0.8660254037844386,0.5000000000000001,1,1,1.0993554156394447,0.7501393104193818,0.750348457,3.828641396489095,0.0,8.776630098427717,2.960623096440423,3.9889840465642745,0.0,0.0,0,0,0.75,0,0,25260,0,0
2015-01-04,2,3,12,1,15,0,1,0.8660254037844386,0.5000000000000001,1,1,1.3849171002207392,0.7997795472046784,0.800030199,3.9318256327243257,0.0,8.850230965588816,2.4518667957098,3.4339872044851463,0.0,0.0,0,0,0.8,0,0,17715,0,0
2015-01-05,3,4,1,0,0,0,2,0.8660254037844387,-0.4999999999999998,1,1,3.1957452520363274,0.9606738491963241,0.961059028,0.0,0.0,7.560601162768557,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,25080,0,0
2015-01-05,3,4,1,1,12,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3867178601211287,0.8000677512314118,0.800318644,4.1588830833596715,7.037905963447182,8.865170419651774,3.264231526588998,4.07753744390572,29.269828053656635,28.697325092643243,0,0,0.8,0,0,32160,0,0
2015-01-05,3,4,2,0,4,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.412515181142839,0.8041623506533,0.804416667,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,23100,0,0
2015-01-05,3,4,2,1,16,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3852061632897437,0.7998258315054303,0.800076522,3.9318256327243257,0.0,8.839421607620602,3.3350575791576103,4.051784947803305,0.0,0.0,0,0,0.8,0,0,30000,0,0
2015-01-05,3,4,3,0,5,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.9466144763697995,0.8750770154553048,0.875390625,0.0,0.0,7.560601162768557,1.423108334242607,2.0794415416798357,0.0,0.0,0,0,0.75,1,0,25080,0,0
2015-01-05,3,4,3,1,17,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.0987934781844715,0.7500339714954052,0.75024303,3.828641396489095,0.0,8.79497643168877,2.9892110565637253,4.007333185232471,0.0,0.0,0,0,0.75,0,0,31680,0,0
2015-01-05,3,4,4,0,6,0,2,0.8660254037844387,-0.4999999999999998,1,1,2.1252614233233116,0.8933343191512114,0.893663194,0.0,0.0,8.253488028345904,1.3711807233098425,2.772588722239781,0.0,0.0,0,0,0.8,1,0,44460,0,0
2015-01-05,3,4,4,1,18,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3852061632897437,0.7998258315054303,0.800076522,3.9318256327243257,6.633318433280377,8.839421607620602,3.3350575791576103,4.051784947803305,26.08105144599455,26.876779781951633,0,0,0.8,0,0,51360,0,0
2015-01-05,3,4,5,0,7,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.1475013502075733,0.7590542324711779,0.759270833,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.6,1,0,18660,0,0
2015-01-05,3,4,5,1,19,0,2,0.8660254037844387,-0.4999999999999998,1,1,0.4052366541785397,0.5999451698045112,0.600028736,3.1780538303479458,0.0,8.848078421168667,3.090132948975475,4.060443010546419,0.0,0.0,0,0,0.6,0,0,25620,0,0
2015-01-05,3,4,6,1,20,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3862642295835754,0.7999951789106099,0.800246011,3.9318256327243257,6.569481420414296,8.881975184248867,2.4518667957098,3.4657359027997265,25.83005544249114,22.76808762150557,0,0,0.8,0,0,22815,0,0
2015-01-05,3,4,7,0,9,0,2,0.8660254037844387,-0.4999999999999998,1,1,0.737820499715635,0.6765190757994987,0.676666667,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,24300,0,1
2015-01-05,3,4,7,1,21,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3890038615240754,0.8004331676992482,0.800684366,3.9318256327243257,7.135687347028144,8.821879862683842,3.254242968705492,4.034240638152395,28.056278418151898,28.787079876530793,0,0,0.8,0,0,31080,0,0
2015-01-05,3,4,8,0,10,0,2,0.8660254037844387,-0.4999999999999998,1,1,0.6831699800746885,0.664445836481203,0.664583333,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,24780,0,1
2015-01-05,3,4,8,1,22,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3890038615240754,0.8004331676992482,0.800684366,3.6635616461296463,6.954638864880987,8.821879862683842,3.254242968705492,4.034240638152395,25.478748208060605,28.056686732376924,0,0,0.8,0,0,31560,0,0
2015-01-05,3,4,9,0,11,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.5201821518425678,0.8205653018111947,0.820833333,0.0,0.0,7.560601162768557,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,24720,0,0
2015-01-05,3,4,9,1,23,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.7367722623718702,0.8502766185730994,0.850569492,4.330733340286331,0.0,8.865170419651774,3.264231526588998,4.07753744390572,0.0,0.0,0,0,0.8,0,0,31800,0,0
2015-01-05,3,4,10,0,1,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.1700550756224855,0.763154970760234,0.763375,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.75,1,0,27060,0,0
2015-01-05,3,4,10,1,13,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.099630202976674,0.7501908103592314,0.7504,3.828641396489095,6.988413181999592,8.85666093701725,3.3350575791576103,4.069026754237811,26.756128004373718,28.436040207224533,0,0,0.75,0,0,34080,0,0
2015-01-05,3,4,11,0,2,0,2,0.8660254037844387,-0.4999999999999998,1,1,2.7365058131839093,0.9391467094770258,0.939513889,0.0,0.0,7.783640596221253,1.3711807233098425,2.302585092994046,0.0,0.0,0,0,0.8,1,0,27660,0,0
2015-01-05,3,4,11,1,14,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3862951472103018,0.8000001257744361,0.800250962,3.9318256327243257,6.520621127558696,8.476579508530941,2.960623096440423,4.007333185232471,25.637945290619076,26.13030143279394,0,0,0.8,0,0,32460,0,0
2015-01-05,3,4,12,1,15,0,2,0.8660254037844387,-0.4999999999999998,1,1,1.3862642295835754,0.7999951789106099,0.800246011,3.9318256327243257,6.945051063725834,8.881975184248867,2.4518667957098,3.4657359027997265,27.30672979293658,24.069712818332054,0,0,0.8,0,0,24915,0,0
2015-01-06,4,5,1,0,0,0,3,1.2246467991473532e-16,-1.0,1,1,2.6849305709529125,0.9361315535104426,0.936496212,0.0,0.0,7.273092595999522,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,33600,0,0
2015-01-06,4,5,1,1,12,0,3,1.2246467991473532e-16,-1.0,1,1,1.7362450890344094,0.8502094936975773,0.850502311,4.330733340286331,7.080026499922591,9.27058845232154,3.264231526588998,4.07753744390572,30.6617068133255,28.869073157279118,0,0,0.8,0,0,44220,0,0
2015-01-06,4,5,2,0,4,0,3,1.2246467991473532e-16,-1.0,1,1,1.4220112788060004,0.8056535278496241,0.805909091,0.0,0.0,7.273092595999522,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,31440,0,0
2015-01-06,4,5,2,1,16,0,3,1.2246467991473532e-16,-1.0,1,1,1.3884416368142438,0.8003433428036758,0.800594466,3.9318256327243257,6.57507584059962,9.24483841238375,3.3350575791576103,4.051784947803305,25.85205172717603,26.6407933216067,0,0,0.8,0,0,41790,0,0
2015-01-06,4,5,3,0,5,0,3,1.2246467991473532e-16,-1.0,1,1,2.1843267767199452,0.8988331944294068,0.899166667,0.0,0.0,7.496097345175956,1.423108334242607,2.302585092994046,0.0,0.0,0,0,0.75,1,0,33480,0,0
2015-01-06,4,5,3,1,17,0,3,1.2246467991473532e-16,-1.0,1,1,1.386437952748211,0.8000229736708437,0.800273829,3.9318256327243257,6.871091294610546,9.200391041122515,2.9892110565637253,4.007333185232471,27.015932876938713,27.534752163654783,0,0,0.8,0,0,43380,0,0
2015-01-06,4,5,4,0,6,0,3,1.2246467991473532e-16,-1.0,1,1,3.3587865303963094,0.9663913866466165,0.966781346,0.0,0.0,8.398634855292102,1.3711807233098425,2.8903717578961645,0.0,0.0,0,0,0.8,1,0,55800,0,0
2015-01-06,4,5,4,1,18,0,3,1.2246467991473532e-16,-1.0,1,1,1.3884416368142438,0.8003433428036758,0.800594466,3.9318256327243257,0.0,9.24483841238375,3.3350575791576103,4.051784947803305,0.0,0.0,0,0,0.8,0,0,66150,0,0
2015-01-06,4,5,5,1,19,0,3,1.2246467991473532e-16,-1.0,1,1,0.6184150105017383,0.6498579816842105,0.649983281,3.58351893845611,0.0,9.25349564229011,3.090132948975475,4.060443010546419,0.0,0.0,0,0,0.65,0,0,36060,0,1
2015-01-06,4,5,6,1,20,0,3,1.2246467991473532e-16,-1.0,1,1,1.3852064628435525,0.79982587946533,0.80007657,3.6635616461296463,0.0,8.405367376233981,2.4518667957098,3.449987545831587,0.0,0.0,0,0,0.8,0,0,27285,0,0
2015-01-06,4,5,7,0,9,0,3,1.2246467991473532e-16,-1.0,1,1,0.4732507755700649,0.6161528822055138,0.61625,0.0,0.0,7.273092595999522,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,32520,0,1
2015-01-06,4,5,7,1,21,0,3,1.2246467991473532e-16,-1.0,1,1,1.3855319536101698,0.7998779868972431,0.800128721,3.6635616461296463,0.0,9.227295812625597,3.254242968705492,4.034240638152395,0.0,0.0,0,0,0.8,0,0,42690,0,0
2015-01-06,4,5,8,0,10,0,3,1.2246467991473532e-16,-1.0,1,1,0.7579539249403462,0.6809093440066832,0.681060606,0.0,0.0,7.273092595999522,1.0647107369924282,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,33000,0,1
2015-01-06,4,5,8,1,22,0,3,1.2246467991473532e-16,-1.0,1,1,1.3855319536101698,0.7998779868972431,0.800128721,3.6635616461296463,0.0,9.227295812625597,3.254242968705492,4.034240638152395,0.0,0.0,0,0,0.8,0,0,43170,0,0
2015-01-06,4,5,9,0,11,0,3,1.2246467991473532e-16,-1.0,1,1,1.7975032680809833,0.8578447377142856,0.858143939,0.0,0.0,7.273092595999522,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.8,1,0,33240,0,0
2015-01-06,4,5,9,1,23,0,3,1.2246467991473532e-16,-1.0,1,1,1.7362450890344094,0.8502094936975773,0.850502311,4.330733340286331,7.174724309836376,9.27058845232154,3.264231526588998,4.07753744390572,31.071817775971233,29.255207023058446,0,0,0.8,0,0,43860,0,0
2015-01-06,4,5,10,0,1,0,3,1.2246467991473532e-16,-1.0,1,1,1.4459961447998129,0.809381471839599,0.809640152,0.0,0.0,7.273092595999522,1.3711807233098425,2.0794415416798357,0.0,0.0,0,0,0.75,1,0,35520,0,0
2015-01-06,4,5,10,1,13,0,3,1.2246467991473532e-16,-1.0,1,1,1.1004058601750817,0.7503361438429408,0.750545455,3.828641396489095,7.098375638590786,9.262078567380597,3.3350575791576103,4.069026754237811,27.177134817738402,28.883480385055815,0,0,0.75,0,0,46050,0,0
2015-01-06,4,5,11,0,2,0,3,1.2246467991473532e-16,-1.0,1,1,2.074119351221457,0.8883621514820386,0.888686869,0.0,0.0,7.901377353792616,1.423108334242607,2.70805020110221,0.0,0.0,0,0,0.8,1,0,35160,0,0
2015-01-06,4,5,11,1,14,0,3,1.2246467991473532e-16,-1.0,1,1,1.0978068359017255,0.749848947197995,0.750057851,3.828641396489095,6.3818160174060985,9.200391041122515,2.960623096440423,4.007333185232471,24.43368498901816,25.574063108599585,0,0,0.75,0,0,45060,0,0
