t,team,dept_bin,team_dept_idx,split_code,quarter,day_num,week_of_study,actual_productivity,productivity_beta,logit_productivity,low_productivity,low_productivity_abs,productivity_gap,log_incentive,log_wip_imputed,log_over_time,log_smv,log_workers,targeted_productivity,no_of_style_change,idle_event,wip_missing_flag,incentive_above_695,incentive_zero,style_change_flag,outlier_flag,workers_per_smv,cum_overtime_team,incentive_x_log_wip,log_wip_x_log_workers,incentive_x_workers,sin_dow,cos_dow,log_incentive_s,log_wip_imputed_s,log_over_time_s,log_smv_s,log_workers_s,targeted_productivity_s,no_of_style_change_s,sin_dow_s,cos_dow_s,t_s
0,10,1,13,0,1,5,1,0.712205247,0.7120279660918964,0.9052538179243138,1,0,-0.037794753000000014,3.828641396489095,6.361302477572996,8.776630098427717,2.960623096440423,3.9889840465642745,0.75,0,0,0,0,0,0,0,2.7964785085447956,7440,24.355146001224615,25.375134098408473,15.272389450610566,-0.8660254037844386,0.5000000000000001,0.9277054058868384,0.6779711939756365,0.5340584259944958,0.6576791377091074,0.8451544323417699,0.1762726874672926,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.6511514189325383
0,11,0,2,0,1,5,1,0.436326389,0.4363795833283207,-0.255868536275442,1,1,-0.263673611,0.0,0.0,7.273092595999522,1.423108334242607,2.4849066497880004,0.7,0,0,1,0,1,0,0,2.8915662650602405,1440,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,-0.5693857707660099,-1.0418939495153812,-0.8675859087010354,-0.3112018481025408,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.6511514189325383
0,11,1,14,0,1,5,1,0.800570492,0.8003193888320802,1.3882917381213682,0,0,0.0005704919999999225,3.9318256327243257,6.876264611890766,8.205491613120236,2.4344901638739844,3.417726683613366,0.8,0,0,0,0,0,0,0,2.6730937773882557,5100,27.036273458427303,23.50119304764538,13.437905380276934,-0.8660254037844386,0.5000000000000001,0.9792705109119583,0.8278233023853054,0.11490064234006199,0.07609033318004338,0.1946456668082843,0.663747223037126,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.6511514189325383
0,12,1,15,0,1,5,1,0.800570492,0.8003193888320802,1.3882917381213682,0,0,0.0005704919999999225,3.9318256327243257,6.876264611890766,8.205491613120236,2.4344901638739844,3.417726683613366,0.8,0,0,0,0,0,0,0,2.6730937773882557,3660,27.036273458427303,23.50119304764538,13.437905380276934,-0.8660254037844386,0.5000000000000001,0.9792705109119583,0.8278233023853054,0.11490064234006199,0.07609033318004338,0.1946456668082843,0.663747223037126,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.6511514189325383
1,1,0,0,0,1,0,1,0.902916667,0.9025800615973265,2.2262265010916744,0,0,0.1029166669999999,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.030456852791878,8820,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,1,1,12,0,1,0,1,0.800725314,0.8004740814903927,1.3892600087789913,0,0,0.0007253139999999769,3.9318256327243257,6.650279048587422,8.748463629942055,3.3350575791576103,4.034240638152395,0.8,0,0,0,0,0,0,0,2.012108262108262,15120,26.14773762800557,26.82882599286483,15.86193074966573,0.0,1.0,0.9792705109119583,0.762062325267994,0.5133870917952844,1.071580054566176,0.8966895396954262,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,2,0,4,0,1,0,1,0.782447917,0.7822119538279031,1.2786034199540388,1,0,-0.017552082999999996,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.8,0,0,1,0,1,0,0,1.9277108433734937,7920,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0418939495153812,-1.329301807783477,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,2,1,16,0,1,0,1,0.75024303,0.7500339714954052,1.0987934781844715,0,0,0.00024303000000003294,3.828641396489095,6.851184927493743,8.79497643168877,2.9892110565637253,4.007333185232471,0.75,0,0,0,0,0,0,0,2.7679919476597883,14520,26.230730228404685,27.4549807181102,15.342641722505542,0.0,1.0,0.9277054058868384,0.820525205428872,0.547522775860096,0.6892803482072475,0.8660491749180281,0.1762726874672926,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,3,0,5,0,1,0,1,0.945277778,0.9449057831979951,2.8420404697747115,0,0,0.195277778,0.0,0.0,7.353081920515432,1.3711807233098425,2.0794415416798357,0.75,0,0,1,0,1,0,0,2.030456852791878,8460,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.510681710642914,-1.0992948748235933,-1.329301807783477,0.1762726874672926,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,3,1,17,0,1,0,1,0.800322936,0.8000720396457812,1.386744669738769,0,0,0.0003229359999999959,3.9318256327243257,6.81783057145415,8.785845337961213,3.3350575791576103,3.9982007016691985,0.8,0,0,0,0,0,0,0,1.940883190883191,15000,26.806521000414964,27.259054974649693,15.72022800359934,0.0,1.0,0.9792705109119583,0.8108192091155672,0.5408214781754841,1.071580054566176,0.8556497280237044,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,4,0,6,0,1,0,1,0.988024691,0.9876169844912281,4.378969138409771,0,0,0.18802469099999997,0.0,0.0,8.79497643168877,1.423108334242607,2.995732273553991,0.8,0,0,1,0,1,0,0,4.8192771084337345,15960,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,0.547522775860096,-1.0418939495153812,-0.28589266941854513,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,4,1,18,0,1,0,1,0.700134038,0.6999668416441103,0.8471399684401982,0,0,0.000134038000000003,0.0,6.300785794663244,9.53249633228804,3.165053018170694,4.0943445622221,0.7,0,0,0,0,1,0,0,2.5327142254115658,29760,0.0,25.79758805610571,0.0,0.0,1.0,-0.9856129740972022,0.6603610593198141,1.0887876615030239,0.8836565408135304,0.9651317725418185,-0.3112018481025408,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,5,1,19,0,1,0,1,0.800148649,0.7998978982489557,1.3856563472960834,0,0,0.0001486490000000007,3.9318256327243257,6.492239835020471,8.865170419651774,2.4518667957098,3.449987545831587,0.8,0,0,0,0,0,0,0,2.7131782945736433,10740,25.526354997127434,22.398146575372344,13.564749465280324,0.0,1.0,0.9792705109119583,0.7160734888348288,0.5990380513621463,0.09529851025962122,0.2313821274960118,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,6,1,20,0,1,0,1,0.800125,0.7998742690058479,1.3855087275756837,0,0,0.00012499999999993072,3.9318256327243257,7.050122520269059,8.812992231969966,3.254242968705492,4.02535169073515,0.8,0,0,0,0,0,0,0,2.1621621621621623,8640,27.71985243904091,28.37922260685501,15.826980958362665,0.0,1.0,0.9792705109119583,0.878415321483365,0.5607445480062361,0.9822473597811097,0.8865674150869745,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,7,0,9,0,1,0,1,0.6253125,0.6252078111946534,0.5117123832031671,1,1,-0.1746875,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.030456852791878,8640,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,7,1,21,0,1,0,1,0.800125,0.7998742690058479,1.3855087275756837,0,0,0.00012499999999993072,3.6635616461296463,7.037905963447182,8.812992231969966,3.254242968705492,4.02535169073515,0.8,0,0,0,0,0,0,0,2.1621621621621623,15360,25.78380235675221,28.330046669197106,14.74712406636042,0.0,1.0,0.8452087477209552,0.8748603478741109,0.5607445480062361,0.9822473597811097,0.8865674150869745,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,8,0,10,0,1,0,1,0.628333333,0.628226120524645,0.5246143476060059,1,1,-0.171666667,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.7586206896551726,9000,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.4380676486489155,-1.329301807783477,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,8,1,22,0,1,0,1,0.800318644,0.8000677512314118,1.3867178601211287,0,0,0.00031864399999992354,3.9318256327243257,7.140453043101158,8.865170419651774,3.264231526588998,4.07753744390572,0.8,0,0,0,0,0,0,0,2.2553516819571864,16080,28.075016304129548,29.115464649695515,16.032166240341738,0.0,1.0,0.9792705109119583,0.9047011751375774,0.5990380513621463,0.9932887393999459,0.9459929771454892,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,9,0,11,0,1,0,1,0.956270833,0.9558896543592316,3.0759481321106237,0,0,0.156270833,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.8,0,0,1,0,1,0,0,1.9277108433734937,7860,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0418939495153812,-1.329301807783477,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,9,1,23,0,1,0,1,0.699965217,0.699798161680869,0.8463369101807844,1,1,-3.478299999992718e-05,3.713572066704308,6.9782137426306985,8.839421607620602,3.3350575791576103,4.051784947803305,0.7,0,0,0,0,0,0,0,2.047720797720798,14760,25.914099630125488,28.27422140494523,15.046595402455326,0.0,1.0,0.870200865542169,0.857490128689246,0.5801410320570825,1.071580054566176,0.9166677981010531,-0.3112018481025408,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,10,0,1,0,1,0,1,0.7018125,0.7016439014202172,0.8551382776061907,0,0,0.0018124999999999947,0.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.7,0,0,1,0,1,0,0,1.9277108433734937,8400,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0418939495153812,-1.329301807783477,-0.3112018481025408,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,10,1,13,0,1,0,1,0.787299691,0.7870596745497076,1.3072921066404004,0,0,0.03729969099999997,4.04305126783455,6.415096959171596,8.776630098427717,2.960623096440423,3.9889840465642745,0.75,0,0,0,0,0,0,0,2.7964785085447956,14880,25.936565894060287,25.589719427298483,16.127667006833484,0.0,1.0,1.0348542101784763,0.6936251924954209,0.5340584259944958,0.6576791377091074,0.8451544323417699,0.1762726874672926,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,11,0,2,0,1,0,1,0.987880435,0.987472849005848,4.367250633433648,0,0,0.237880435,0.0,0.0,8.637816633739977,1.0647107369924282,2.833213344056216,0.75,0,0,1,0,1,0,0,5.862068965517242,10740,0.0,0.0,0.0,0.0,1.0,-0.9856129740972022,-1.1731446939116332,0.4321834067185993,-1.4380676486489155,-0.4709580971222859,0.1762726874672926,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,11,1,14,0,1,0,1,0.800237288,0.799986463197995,1.386209758254657,0,0,0.00023728800000000216,3.9318256327243257,6.913737350659685,8.865170419651774,2.4518667957098,3.3843902633457743,0.8,0,0,0,0,0,0,0,2.5409130060292853,17820,27.18360973324732,23.398785372902648,13.306832388565546,0.0,1.0,0.9792705109119583,0.838727733096209,0.5990380513621463,0.09529851025962122,0.15668443426756676,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
1,12,1,15,0,1,0,1,0.800318644,0.8000677512314118,1.3867178601211287,0,0,0.00031864399999992354,4.1588830833596715,6.739336627357174,8.865170419651774,3.264231526588998,4.07753744390572,0.8,0,0,0,0,0,0,0,2.2553516819571864,10740,28.02811309258197,27.479897445134164,16.958001497225133,0.0,1.0,1.0927397937785401,0.7879777568291664,0.5990380513621463,0.9932887393999459,0.9459929771454892,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.5662839684090883
2,1,0,0,0,1,1,1,0.915229167,0.91488227546533,2.3747601035088164,0,0,0.11522916699999997,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.030456852791878,16080,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,1,1,12,0,1,1,1,0.800318644,0.8000677512314118,1.3867178601211287,0,0,0.00031864399999992354,4.1588830833596715,6.9411900550683745,8.865170419651774,3.264231526588998,4.07753744390572,0.8,0,0,0,0,0,0,0,2.2553516819571864,23160,28.86759789840825,28.302962354807303,16.958001497225133,0.8660254037844386,0.5000000000000001,1.0927397937785401,0.8467163702464718,0.5990380513621463,0.9932887393999459,0.9459929771454892,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,2,0,4,0,1,1,1,0.792104167,0.7918601367852965,1.336174508221427,1,0,-0.007895833000000074,0.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.030456852791878,15480,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,2,1,16,0,1,1,1,0.800237838,0.799987012738513,1.3862131927120938,0,0,0.00023783799999999022,3.9318256327243257,6.663132695990803,8.804024902413179,3.3350575791576103,4.0163830207523885,0.8,0,0,0,0,0,0,0,1.9764957264957266,22140,26.19827592834018,26.761693025197548,15.791717711832998,0.8660254037844386,0.5000000000000001,0.9792705109119583,0.7658026899196646,0.5541634366312982,1.071580054566176,0.876354507880272,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,3,0,5,0,1,1,1,0.991388889,0.9909783719665831,4.6990679003408005,0,0,0.241388889,0.0,0.0,7.353081920515432,1.423108334242607,2.0794415416798357,0.75,0,0,1,0,1,0,0,1.9277108433734937,16560,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,-0.510681710642914,-1.0418939495153812,-1.329301807783477,0.1762726874672926,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,3,1,17,0,1,1,1,0.75024303,0.7500339714954052,1.0987934781844715,0,0,0.00024303000000003294,3.828641396489095,6.5998704992128365,8.79497643168877,2.9892110565637253,4.007333185232471,0.75,0,0,0,0,0,0,0,2.7679919476597883,23160,25.268537404753417,26.447880069732395,15.342641722505542,0.8660254037844386,0.5000000000000001,0.9277054058868384,0.7473936207123435,0.547522775860096,0.6892803482072475,0.8660491749180281,0.1762726874672926,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,4,0,6,0,1,1,1,0.861679012,0.8613768574369255,1.8267730594609601,0,0,0.06167901199999992,0.0,0.0,8.79497643168877,1.3711807233098425,2.995732273553991,0.8,0,0,1,0,1,0,0,5.0761421319796955,36360,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,0.547522775860096,-1.0992948748235933,-0.28589266941854513,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,4,1,18,0,1,1,1,0.800598058,0.8003469318028403,1.3884640971453621,0,0,0.0005980579999999014,3.9318256327243257,6.778784897685177,8.357259153499912,3.3350575791576103,4.0163830207523885,0.8,0,0,0,0,0,0,0,1.9764957264957266,40620,26.653000219443125,27.22619656439546,15.791717711832998,0.8660254037844386,0.5000000000000001,0.9792705109119583,0.7994570600396778,0.22628264073924567,1.071580054566176,0.876354507880272,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,5,1,19,0,1,1,1,0.603432184,0.6033457744895572,0.4194255233938726,1,1,-0.09656781599999997,3.295836866004329,6.785587645007929,8.848078421168667,3.821441627196908,4.060443010546419,0.7,0,0,0,0,0,0,0,1.2699802934092401,17700,22.36418991792063,27.552491925622583,13.382557766468492,0.8660254037844386,0.5000000000000001,0.6614426260793346,0.8014366347721835,0.5864942561413656,1.6092303317714733,0.9265270070534614,-0.3112018481025408,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,6,1,20,0,1,1,1,0.879714482,0.8793972602105263,1.9867347391964705,0,0,0.07971448199999998,3.9318256327243257,6.29156913955832,8.850230965588816,2.4518667957098,3.4339872044851463,0.8,0,0,0,0,0,0,0,2.670111972437554,15615,24.737352812972734,21.605167921376893,13.501838913042048,0.8660254037844386,0.5000000000000001,0.9792705109119583,0.657679046200952,0.5880740056619771,0.09529851025962122,0.21316203446539977,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,7,0,9,0,1,1,1,0.667604167,0.6674641468103593,0.6967379927636308,1,1,-0.13239583300000002,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.7586206896551726,16320,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.4380676486489155,-1.329301807783477,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,7,1,21,0,1,1,1,0.850436438,0.8501436757293234,1.7357283685895204,0,0,0.05043643799999997,4.110873864173311,7.113142108707088,8.85666093701725,3.254242968705492,4.034240638152395,0.8,0,0,0,0,0,0,0,2.1814671814671818,23340,29.2412299868346,28.696126959899157,16.584254401166543,0.8660254037844386,0.5000000000000001,1.0687477527474374,0.8967537925460175,0.5927929532416565,0.9822473597811097,0.8966895396954262,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,8,0,10,0,1,1,1,0.682708333,0.682555694459482,0.7655417400081476,1,1,-0.11729166700000004,0.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.8,0,0,1,0,1,0,0,2.7586206896551726,17040,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.4380676486489155,-1.329301807783477,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
2,8,1,22,0,1,1,1,0.850345133,0.8500524470075188,1.7350124637038384,0,0,0.050345132999999986,3.828641396489095,6.946975992135418,8.821879862683842,3.254242968705492,4.034240638152395,0.8,0,0,0,0,0,0,0,2.1814671814671818,23820,26.597479863905566,28.02577285974176,15.445660710628845,0.8660254037844386,0.5000000000000001,0.9277054058868384,0.8484000568922304,0.5672671685051183,0.9822473597811097,0.8966895396954262,0.663747223037126,-0.22888618729874646,1.207642908060418,0.6664451087488514,-1.4814165178856387
