team,observed_productivity,forecast_mean,forecast_lower80,forecast_upper80,forecast_lower95,forecast_upper95,prob_low,actual_low,pred_low_at_0_50
10,0.700236601,0.7010245684544959,0.671072289001454,0.7307175472827038,0.6526367377128401,0.745642331087806,1.0,1,1
11,0.682433036,0.68170686771349,0.6309560619269782,0.7273876401392091,0.6019811421747748,0.7508028883324614,1.0,1,1
12,0.800401961,0.8018081244045583,0.7775749559566277,0.8232479148139853,0.7650136637657442,0.8332250615966952,0.9996666666666667,1,1
1,0.537919444,0.5273300467359215,0.4884560758904325,0.5651258922978298,0.46807917804347265,0.5837431640725519,1.0,1,1
1,0.800579532,0.7997012780077345,0.7752741381787801,0.823690768393368,0.7598952731202074,0.8354410747787135,0.999,1,1
2,0.92885,0.9336036838866238,0.9239056325204537,0.9421628593249151,0.918122062791238,0.9462703905530462,0.0,0,0
3,0.86037037,0.8472613575662858,0.8273186541529494,0.8654563021178021,0.8156790401257493,0.8742108124645502,0.5693333333333334,0,1
3,0.800149813,0.8003305728020497,0.7762683924337452,0.8226551484057456,0.762259111294029,0.8339127291593287,0.9976666666666667,1,1
4,0.806879167,0.7994597130398802,0.7749330648034213,0.821168513327477,0.7624007386790845,0.8317511152627558,0.9996666666666667,1,1
4,0.750254867,0.7505072971409532,0.7225929310605671,0.7764589426639582,0.705538819311496,0.7908381844557364,1.0,1,1
5,0.700903571,0.6959619785376929,0.6653579676244327,0.7251042384161398,0.649583396151439,0.7417545636513887,1.0,1,1
6,0.750797009,0.7467279098029486,0.7185183225901102,0.7732326964933657,0.7026385653213099,0.7872832087084354,1.0,1,1
7,0.342361111,0.3473875396945426,0.3156888612394038,0.3822548128425807,0.2961356368147961,0.39886308417518307,1.0,1,1
7,0.800115819,0.7974702687625692,0.7721325428060808,0.8207725927841231,0.758709209191473,0.8313455353307839,0.9996666666666667,1,1
8,0.773333333,0.7635224557143295,0.7383932420253335,0.7882169312434759,0.7234276644790751,0.7999087236907609,1.0,1,1
8,0.750473684,0.7497260835931117,0.7224420758721672,0.7745300608956095,0.705782198458412,0.7866066607599083,1.0,1,1
9,0.8004,0.793575409828324,0.7690287240770652,0.8156442764550108,0.7559903159372077,0.8253415956150943,1.0,1,1
9,0.750395513,0.7506203922409891,0.7226705160766029,0.7757470088329207,0.7065376298795731,0.788545439490033,1.0,1,1
10,0.632361111,0.6203417244459064,0.5869291699660429,0.6527768613214772,0.5682784874061483,0.6692937817074434,1.0,1,1
10,0.70013604,0.6988099731144329,0.6682163103823683,0.7272698526278564,0.653470603729353,0.7410225497241724,1.0,1,1
11,0.800309211,0.8040486459957801,0.7745053522355315,0.8303034458265641,0.757693385626704,0.8437129180653699,0.9916666666666667,1,1
12,0.607654321,0.5963342803087522,0.5614126615336775,0.6302937807439283,0.5437502215522056,0.6490675696064542,1.0,1,1
12,0.800401961,0.8005416009827857,0.7761112122095295,0.8223108222924379,0.7631926121305118,0.8331254282809873,0.999,1,1
1,0.555430556,0.552685140992109,0.5149020034071984,0.586756697339104,0.496518185007082,0.6056481146899435,1.0,1,1
1,0.800566092,0.803976870986362,0.779674733879952,0.8261303800227827,0.7655810365077163,0.837169696379109,0.998,1,1
2,0.567377778,0.5596778158691756,0.5202203577089491,0.5979950806805564,0.49987992939969855,0.6160926806691289,1.0,1,1
2,0.30277037,0.3194250054152809,0.2683998494819482,0.37421056205684206,0.2455841653028978,0.4057072738122607,1.0,1,1
3,0.902962963,0.9052835339070537,0.8924229700556096,0.9162217703245124,0.8845488212305753,0.9219539261738885,0.0,0,0
3,0.800333333,0.8006931488178038,0.776768492281645,0.8226516275016554,0.763829169575697,0.8336602326025927,0.9973333333333333,1,1
4,0.555430556,0.5511414031695667,0.5177617633219702,0.5850843928251758,0.49947282785990416,0.6048561296002315,1.0,1,1
4,0.750770115,0.7486554211959554,0.7209993173789516,0.7745758869127615,0.7064453531829336,0.7878059892550455,1.0,1,1
5,0.354444444,0.3640220756253353,0.3322825685769671,0.39849283752114933,0.3159838576532516,0.41469306172524034,1.0,1,1
5,0.700659649,0.6987706495298656,0.6697904098577235,0.7274239700682842,0.6526172068741156,0.7407055445894952,1.0,1,1
6,0.309333333,0.32069032843977324,0.2909337418610595,0.3541813697614432,0.2753064567037918,0.37076509798215385,1.0,1,1
6,0.750212553,0.7466647493568558,0.7188408351781318,0.7716902239769079,0.7039111505536,0.7837615226973219,1.0,1,1
7,0.999533333,0.9997021193218714,0.9996492001930564,0.9997450079839183,0.9996208882764741,0.9997676854017497,0.0,0,0
7,0.800115819,0.7937948406487444,0.7694416214276761,0.8158964882754901,0.756340178549773,0.8268424234847427,1.0,1,1
8,0.702777778,0.6840901682919418,0.6509869781327211,0.713837255078978,0.635126204161481,0.727526735341387,1.0,1,1
8,0.750473684,0.7458649862975012,0.7171199843246568,0.7721509707860784,0.7025160380950858,0.7852393906488213,1.0,1,1
9,0.750395513,0.7469239808658277,0.7198212237789393,0.7722851712193314,0.7038786550235769,0.7859871235056645,1.0,1,1
10,0.463194444,0.45983777398904835,0.4253980186167512,0.4946535370972161,0.40696672926005845,0.5118741307390142,1.0,1,1
10,0.699984417,0.6890968798414969,0.6600975726572156,0.7187853544387143,0.6418880153646178,0.7327119991903003,1.0,1,1
11,0.800701754,0.8002377504817147,0.7704114553108985,0.8259911701834156,0.7537871827011835,0.8380417425899986,0.9963333333333333,1,1
12,0.636049383,0.6177619408707041,0.5849428385707048,0.6500133869839396,0.5676749926946054,0.6677954884152839,1.0,1,1
12,0.800401961,0.7972099509076418,0.7719997209296958,0.8182756693125484,0.759760812994406,0.8288092940120226,0.9993333333333333,1,1
1,0.806879167,0.7979573539285008,0.7734116917433814,0.8208490790895598,0.7574108834198149,0.8321116548599907,0.999,1,1
1,0.750651724,0.7534564711694357,0.7258983662965125,0.780042496789265,0.7111328645534234,0.7944700809121391,1.0,1,1
2,0.5403125,0.5394151433548368,0.5027727495886013,0.5779075937843644,0.4845377701102107,0.5948940831766615,1.0,1,1
2,0.404144928,0.41319730843512853,0.3663830796218412,0.46321392273806217,0.34193963096115965,0.4892069122450503,1.0,1,1
3,0.939166667,0.9427309463216643,0.9347688653861934,0.9498442425288298,0.9300047625726848,0.9535043201489506,0.0,0,0
3,0.800333333,0.8005475973390964,0.7766622510939828,0.8231370489679658,0.7635073184866846,0.8333560531517624,0.9996666666666667,1,1
4,0.806058333,0.7961339597187846,0.7725948583009077,0.8168718225944098,0.7578713803423573,0.8273979809458438,1.0,1,1
4,0.799975862,0.7996014517470063,0.7760526307832345,0.8218626438946206,0.7626723358582058,0.8324251140672821,0.9996666666666667,1,1
5,0.592083333,0.5825964407621121,0.5485952037721247,0.6157175564991243,0.528995287141881,0.633540818990445,1.0,1,1
5,0.700424138,0.701447144931058,0.6714753036151154,0.7299029062473036,0.6534198985784286,0.743660887558093,1.0,1,1
6,0.332146465,0.35259990646659145,0.3188342348252348,0.3868810518230249,0.3017391539684153,0.40758716168625164,1.0,1,1
7,0.684888889,0.6607181546144771,0.6266357033857085,0.6923786169130468,0.6071117310159415,0.7089646930625774,1.0,1,1
7,0.800055762,0.7996902172866435,0.7774701837636078,0.8213413525534385,0.7626829128034768,0.833220520579877,0.999,1,1
8,0.930416667,0.9335632854581362,0.9240736087338921,0.9418982187001774,0.9183105266624578,0.9453892730838367,0.0,0,0
8,0.433263158,0.4384965630392292,0.40157088821460635,0.47335245399722325,0.3815386025166015,0.4949162063507239,1.0,1,1
9,0.83375,0.827713169937944,0.8071144115236014,0.8459689009513998,0.7950612766344196,0.8549605394405426,0.9393333333333334,1,1
9,0.750395513,0.7480196557406643,0.7210560543082294,0.7743223879219948,0.7067604160733939,0.785831345390401,1.0,1,1
10,0.700058333,0.6988713785703581,0.6688464921182367,0.7295190440163424,0.6521330528952105,0.7436694801992203,1.0,1,1
11,0.800701754,0.8017466346538387,0.773708582576528,0.8274400932504551,0.7555157539225725,0.8386224809742453,0.9956666666666667,1,1
12,0.885925926,0.8843105201284288,0.8685126010736568,0.8981621551282518,0.8598389420906737,0.9050596081912486,0.004,0,0
12,0.800401961,0.7981565944155657,0.7744650053330913,0.8197851888276578,0.761149981299207,0.8307493468629896,0.9993333333333333,1,1
1,0.812625,0.8086249883099894,0.7852070253743741,0.8305046919796469,0.7716833744742526,0.8394934753873775,0.9956666666666667,1,1
1,0.750651724,0.7551839922703971,0.7268396614307785,0.780355314988862,0.7119187951286295,0.7934000721993872,1.0,1,1
2,0.950625,0.9567255817507132,0.949988876456217,0.9623600222052039,0.9459443580135093,0.9649353049024627,0.0,0,0
2,0.600099145,0.5843711015218492,0.5374864925816286,0.6291528410683834,0.5125508368003824,0.6512902806304685,1.0,1,1
3,0.810111111,0.8010766540168949,0.7772983297640985,0.8229211573037356,0.7624683384858056,0.8334152230233655,0.999,1,1
3,0.800534979,0.8018112314490516,0.7783169698461454,0.8235608394312481,0.7654740264523938,0.8350840314315637,0.9996666666666667,1,1
4,0.812625,0.806456188816751,0.7830456982795271,0.8275119347929608,0.7715290199766701,0.8390897289991922,0.9953333333333333,1,1
4,0.750050847,0.752524408871791,0.7247284665458206,0.7778863179648853,0.7102451491586412,0.7917803156428904,1.0,1,1
5,0.700424138,0.7020083063897105,0.6726064087033001,0.730389814606015,0.6581596913920293,0.7443626170577361,1.0,1,1
6,0.26369382,0.2778723617197811,0.24389541668290846,0.31701115387250345,0.22629207525964257,0.33920556806708546,1.0,1,1
7,0.366053523,0.3731901444624554,0.32628484864487717,0.4254701484698233,0.2992001898017195,0.45321570601554634,1.0,1,1
8,0.980984848,0.9852270701835186,0.9828522712519884,0.987187979112672,0.9815495152265918,0.9881778296386233,0.0,0,0
9,0.453125,0.45407282531488874,0.4174987067965008,0.49154393005035546,0.399141302642574,0.5106883254532588,1.0,1,1
9,0.750395513,0.7447509378180585,0.7169429307016395,0.7709744214888289,0.7016352877148032,0.7845496269146705,1.0,1,1
10,0.700422,0.6952146469052606,0.6654453579456199,0.7246933453012548,0.6489412407841882,0.7378822585993627,1.0,1,1
11,0.927291667,0.9284271714464345,0.9188628039517974,0.9375292470738174,0.9131484000473501,0.9420024784530722,0.0,0,0
11,0.800701754,0.7959016878602018,0.7718966237900711,0.8192744625047921,0.7572159526501602,0.8305389442282343,0.999,1,1
12,0.868888889,0.8629956831549388,0.8455476996177321,0.8789772231131385,0.8355010475577385,0.8866929698274632,0.16733333333333333,0,0
12,0.800401961,0.7976066928591059,0.7739648716998191,0.819722423818009,0.760445384470745,0.831080404213782,1.0,1,1
1,0.664875,0.6531558861676613,0.6176282558002218,0.6874738738173509,0.5962181678051971,0.7044470008747291,1.0,1,1
1,0.850045,0.855613647763303,0.832206532688493,0.875021806974077,0.8180184276286043,0.8860314300772603,0.378,0,0
2,0.528125,0.5280782715657892,0.4906166706485061,0.5647832043477452,0.47179517904669943,0.5835731055914722,1.0,1,1
2,0.65024031,0.6339393323914967,0.5897294016573723,0.6732470282561688,0.5668455091813766,0.6947808900155753,1.0,1,1
3,0.800578947,0.7998523900869813,0.7702141089416836,0.8263508326153198,0.751321766530517,0.8380901972027973,0.9953333333333333,1,1
4,0.664875,0.6554582380086015,0.6217641547890893,0.6879247118078718,0.6043119661667793,0.7049570168137894,1.0,1,1
4,0.800746552,0.8039946009925947,0.7789288881657958,0.8266166795523083,0.7651576980851159,0.8374190318862647,0.9976666666666667,1,1
5,0.80575,0.7973523580391003,0.7692476599035086,0.8217881547092881,0.7549829065249886,0.8329132107633085,0.9986666666666667,1,1
5,0.408960345,0.4227820449512377,0.3844013823168289,0.46233559573121014,0.364429439297853,0.4836502740881089,1.0,1,1
6,0.7975,0.7932395472096296,0.7674422644935257,0.8156229248977352,0.7519700556792763,0.826045504938705,0.9996666666666667,1,1
6,0.500528095,0.5003220529429422,0.46061898620892944,0.5390004080561109,0.43874861551319655,0.5588419798608552,1.0,1,1
7,0.825444444,0.8111648984787565,0.7871314619075517,0.8347421025003535,0.7731952635903192,0.8463196487329144,0.986,1,1
8,0.590740741,0.5846205942861413,0.5481644457868163,0.6193559591521253,0.5294423220841477,0.636978336498606,1.0,1,1
9,0.749987124,0.7526553762233745,0.7250610000712087,0.7781763652745383,0.7086037381327065,0.7913191648467924,1.0,1,1
10,0.700422,0.7019275319655693,0.6714213883375147,0.7311430169386031,0.6545690399328687,0.7441256275490481,1.0,1,1
11,0.657083333,0.6535062749393219,0.6204318646504826,0.6853321684591795,0.6036008509731755,0.7009725942641265,1.0,1,1
11,0.800034503,0.8019257981389132,0.778076214525876,0.8241743280068676,0.7632242663828861,0.8359257875556148,0.9983333333333333,1,1
12,0.868888889,0.8687075067115468,0.8517713711174222,0.8839765826990372,0.8421655626163699,0.8926939468170305,0.079,0,0
12,0.850520588,0.8519384548199141,0.8310241729867731,0.8711832451998649,0.8198221440058615,0.8809781634139262,0.46066666666666667,0,0
1,0.890604167,0.8948234828752636,0.879470976800819,0.9076198449568339,0.8718250743002737,0.9152992451834321,0.0,0,0
1,0.85007069,0.8559130196747772,0.8375002488088634,0.8732204757298195,0.8272863359588887,0.8817632223431141,0.34833333333333333,0,0
2,0.884,0.885492421431076,0.8706497438556259,0.8992494867614952,0.8619979082828754,0.9052366011741189,0.002,0,0
2,0.700106061,0.6931447466739205,0.6548839972498344,0.7268397481263712,0.6364317815050955,0.7451949620911452,1.0,1,1
3,0.951944444,0.9572474063921319,0.9508627292810145,0.962490377474894,0.947337409522662,0.9649694612716508,0.0,0,0
3,0.800511068,0.7962870764946988,0.7700212119508888,0.8205489382030272,0.7550536213533642,0.832173607766446,0.999,1,1
4,0.890604167,0.8906745005222688,0.8764985266273427,0.903575278703561,0.8680019251706613,0.9096964396126874,0.0003333333333333333,0,0
4,0.850084211,0.8527335828820963,0.8334943298704232,0.8698679030696035,0.8226094603100734,0.8781410313509023,0.42133333333333334,0,0
5,0.857916667,0.8555865193921206,0.8362735951762855,0.8722338375808932,0.8258678339514972,0.8806397646473454,0.356,0,0
5,0.500033898,0.5058193012669246,0.4643487725039082,0.5454473044856241,0.4442692523918035,0.5633090018134462,1.0,1,1
6,0.271875,0.2922328670639856,0.2616321989797232,0.3259311680431098,0.2463066170813512,0.34266480323267234,1.0,1,1
6,0.601037091,0.5908009143681927,0.5548278771613193,0.6280496721389528,0.5363561641304506,0.6457380546177528,1.0,1,1
8,0.4509375,0.45531063120476417,0.4205955819858691,0.49177573575051875,0.4015634545632216,0.5094204093200914,1.0,1,1
8,0.600528571,0.5913613514331673,0.5516390290378776,0.628843868566446,0.5312344739866003,0.6486202639707569,1.0,1,1
9,0.929074074,0.9321019799060446,0.9227578748597977,0.9405504075970829,0.9168434448837167,0.944561291240613,0.0,0,0
9,0.750371895,0.747711422836558,0.7190782295786707,0.7726875468446406,0.7040043239658366,0.785953593433897,1.0,1,1
10,0.441041667,0.44679226053935656,0.4130080826887739,0.4833006730016384,0.39338325756724773,0.503070475455605,1.0,1,1
10,0.700422,0.6976305192314451,0.6665570579226794,0.7258313377735622,0.6508415184229495,0.7415239995950834,1.0,1,1
11,0.755208333,0.7456544842593826,0.7178249448110194,0.7719435463419335,0.7025899566530394,0.7838960514751567,1.0,1,1
11,0.800034503,0.7989536231121273,0.7742837623238931,0.8219548293846916,0.7594761706730603,0.8325420741385395,0.9983333333333333,1,1
12,0.945555556,0.9497738761860305,0.9424726526716122,0.9559307770178296,0.9386021014203548,0.9592193555858809,0.0,0,0
12,0.800401961,0.7982492262518862,0.7745231510466156,0.8208472899717391,0.7607338254037652,0.8320426906497227,0.9986666666666667,1,1
1,0.794566667,0.7813347260267507,0.7285728866571035,0.8268787303129622,0.6965210180253131,0.8462906048117531,0.981,1,1
1,0.850426891,0.8532246232565461,0.8332902507800408,0.8707683773338378,0.8218025238047431,0.8791716514092889,0.41233333333333333,0,0
2,0.6825,0.6798818910590201,0.6405400506166228,0.715163603146088,0.6188067741994214,0.7356829730853892,1.0,1,1
2,0.700516224,0.698700507805719,0.6621812876770028,0.7315424800722534,0.6434702988235599,0.748405208162554,1.0,1,1
3,0.795416667,0.7968285256929797,0.7710676812280565,0.8207021447392638,0.7570576908828363,0.8321928914494507,0.999,1,1
3,0.800842424,0.7999093454378646,0.7736606721073082,0.8246264960372288,0.7574521809478166,0.8361204184449859,0.997,1,1
4,0.7953875,0.7923870117464384,0.7662827494884388,0.816468794703198,0.7520088571171888,0.8273453970704522,0.9993333333333333,1,1
4,0.850446154,0.8521204829942153,0.8318443723037031,0.869564551463014,0.8227334458158811,0.8787818678532973,0.455,0,0
5,0.864342593,0.8700936152383183,0.8512332466725707,0.8866889791895992,0.8401075719660382,0.8955068941589893,0.08933333333333333,0,0
5,0.600040678,0.597325550594386,0.5593080353488847,0.6343623135427483,0.5395210683809223,0.6540269726992328,1.0,1,1
6,0.650962281,0.6467582835697999,0.6103144132695615,0.6816607804721432,0.592293204614054,0.700475013502445,1.0,1,1
7,0.500610909,0.5032696915933875,0.46294230797116986,0.5421566135737063,0.44240173632168706,0.5624440395082756,1.0,1,1
8,0.2640625,0.28271968244969875,0.2510230932808462,0.31777310009340737,0.23515085591833,0.3360967691826723,1.0,1,1
8,0.650421429,0.6440158055753588,0.6076343925264545,0.677157144416622,0.5893656272619405,0.693070346524789,1.0,1,1
9,0.841,0.8414162793641498,0.8187694177053083,0.8614957217017298,0.8064604397066873,0.8713159273908039,0.7106666666666667,1,1
9,0.750395513,0.7464985475536277,0.7180132821766584,0.7727317097240981,0.7024445611811921,0.786080332865748,1.0,1,1
10,0.477291667,0.48109320793404814,0.4446641971570706,0.5196424748428731,0.4259004378566338,0.5399526052992236,1.0,1,1
10,0.700422,0.6968244075993177,0.6656603430052089,0.727347549456496,0.6483978557922483,0.7435417608800523,1.0,1,1
11,0.960625,0.9657640821158519,0.9605811723158205,0.9704275733159143,0.9576944091125991,0.9726576004155669,0.0,0,0
11,0.800034503,0.7972006975920876,0.771837375496732,0.8196060992652696,0.7575741599190216,0.831357496766374,0.9993333333333333,1,1
12,0.902962963,0.9008380643313673,0.8869400522764923,0.913329507252512,0.8779719608513848,0.9193685410740822,0.0,0,0
12,0.800401961,0.7989975307191572,0.7762626351445363,0.8206690562041018,0.762352376742471,0.8306048476427667,0.9986666666666667,1,1
1,0.880754167,0.8780700710459196,0.8601514748614734,0.8936759377126267,0.8488436217904971,0.9008092908168441,0.030333333333333334,0,0
1,0.900061017,0.9056000682475683,0.8905873936659728,0.9184503136795708,0.8819941127988826,0.9245731315845592,0.0,0,0
2,0.741,0.7298676581823853,0.7005921097186653,0.7578620618743653,0.68448353449764,0.7720972221485193,1.0,1,1
2,0.700051852,0.7030416975210008,0.6668238766738462,0.7358035826205809,0.6480347572139517,0.7521007057682964,1.0,1,1
3,0.894444444,0.8930656651255188,0.8784619001914848,0.9059079326775922,0.8703348871213707,0.9122915355985773,0.0,0,0
3,0.800071839,0.8018268264034438,0.7768290488127905,0.8250778341290769,0.762109315299996,0.8367759181318867,0.9956666666666667,1,1
4,0.881575,0.8800339273258831,0.864199542996071,0.8939676375304866,0.8551644584612526,0.9015154018740926,0.01,0,0
4,0.850084211,0.8526275711560736,0.8333132536305886,0.8695583444347065,0.8217695754862683,0.8776746617810495,0.43966666666666665,0,0
5,0.909391667,0.9100410059940014,0.8980068539339717,0.9214230889734107,0.8911611883238983,0.9265626662976594,0.0,0,0
5,0.650044068,0.645761704223732,0.6080291526531619,0.6795682406004496,0.5879233334441921,0.6981565508943597,1.0,1,1
6,0.700246491,0.695908874778619,0.6618470123206024,0.7271934624204355,0.6450605417908618,0.7422995348232773,1.0,1,1
7,0.560625,0.556136026089242,0.5206188395390721,0.5909316128921132,0.5002114012041899,0.6105742672406107,1.0,1,1
7,0.630402924,0.6283172603115644,0.5933309914076189,0.6635421134013035,0.5749482790145615,0.6816533589290239,1.0,1,1
8,0.560625,0.5562652424564375,0.5220036911757138,0.5902570692209267,0.5047557136373763,0.6092894812560432,1.0,1,1
8,0.700505263,0.6998955968817172,0.6673406986891045,0.7296163537936249,0.6487814439910601,0.7438935110544383,1.0,1,1
9,0.821666667,0.8112113513166854,0.7875673110540244,0.8323422280464255,0.7737502983890988,0.8411859727467323,0.993,1,1
9,0.750395513,0.7493354879333117,0.7216778512030256,0.7764661309146398,0.7069628728974526,0.7899447715614614,1.0,1,1
10,0.39875,0.4129773794286954,0.37867460977671746,0.4507977440965789,0.359943011821088,0.4705333864957958,1.0,1,1
10,0.750608,0.7479676840299279,0.7203055716054487,0.7737818756376648,0.7058701328379855,0.7873281333331077,1.0,1,1
11,0.758229167,0.7508355265700065,0.7232496515366766,0.77624104316573,0.7071051383765636,0.7895488556921371,1.0,1,1
11,0.800034503,0.8002220737822436,0.774617113952395,0.8219304401586917,0.7596978757149832,0.8327187903281332,0.9993333333333333,1,1
12,0.92,0.9222972633103663,0.9116474714082278,0.9320784727503466,0.9057184095326408,0.936415211333707,0.0,0,0
12,0.800401961,0.8004948178713719,0.7765825620878116,0.8224657689024379,0.7635245329578143,0.8322729852913439,1.0,1,1
1,0.812625,0.8077867620257784,0.7840895690824711,0.8292918515259523,0.7707502072841019,0.8395505258526665,0.997,1,1
1,0.750050847,0.7518476550194209,0.7244223569287672,0.77827971947563,0.7083137969099434,0.7910221634994671,1.0,1,1
2,0.819270833,0.8153222005821494,0.7926717818818231,0.8359076970733734,0.7799721316078909,0.8457157288842425,0.9873333333333333,1,1
2,0.750140741,0.7552139862206138,0.7237320381862529,0.7852578514077313,0.7046494276168386,0.8002539894887741,1.0,1,1
3,0.786631944,0.7806377038901263,0.7563028702949813,0.8043627217326359,0.7419581179428655,0.8150821437281649,1.0,1,1
3,0.800071839,0.802687638512331,0.7753506680722394,0.8261192555477822,0.7608825600527738,0.8378278214828955,0.9956666666666667,1,1
4,0.813309028,0.8098941663505557,0.7882429777567874,0.8306390325742854,0.776901479573331,0.8406112181963212,0.9966666666666667,1,1
4,0.750050847,0.7514963096126281,0.7243764090948226,0.7767135247402712,0.7088500500260088,0.7881592853648854,1.0,1,1
5,0.75885,0.7532253291617653,0.7268283459628655,0.7776741488631642,0.7135509826139175,0.7910115311382605,1.0,1,1
