date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,productivity_beta,productivity_clipped,logit_productivity,low_productivity,low_productivity_abs,productivity_gap,wip_missing_flag,wip_imputed,log_wip_imputed,outlier_flag,outlier_reason,idle_event,t,week_of_study,days_from_start,day_num,sin_dow,cos_dow,log_incentive,log_over_time,log_smv,log_workers,incentive_x_log_wip,log_wip_x_log_workers,incentive_x_workers,workers_per_smv,incentive_above_695,incentive_zero,dept_bin,team_dept_id,team_dept_idx,style_change_flag,cum_overtime_team,split,log_incentive_s,log_wip_imputed_s,log_over_time_s,log_smv_s,log_workers_s,incentive_x_log_wip_s,log_wip_x_log_workers_s,incentive_x_workers_s,workers_per_smv_s,targeted_productivity_s,no_of_style_change_s,sin_dow_s,cos_dow_s,quarter_s,week_of_study_s,t_s,split_code
2015-01-01,1,sweing,Thursday,7,0.8,25.9,984.0,6720,38,0.0,0,0,56.0,0.800125,0.7998742690058479,0.800125,1.3855087275756837,0,0,0.00012499999999993072,0,984.0,6.892641641172089,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,3.6635616461296463,8.812992231969966,3.254242968705492,4.02535169073515,25.251617557114166,27.745306683923566,14.74712406636042,2.1621621621621623,0,0,1,sweing_team7,21,0,7680,train,0.8452087477209552,0.8325889583505627,0.5607445480062361,0.9822473597811097,0.8865674150869745,0.8144454740016479,0.8708831521179389,0.8801269307405657,-0.44334173565601465,0.663747223037126,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,finishing,Thursday,8,0.75,2.9,,960,0,0.0,0,0,8.0,0.676666667,0.6765190757994987,0.676666667,0.737820499715635,1,1,-0.073333333,1,0.0,0.0,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0.0,2.7586206896551726,0,1,0,finishing_team8,10,0,960,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.4380676486489155,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,0.28149984809940837,0.1762726874672926,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,sweing,Thursday,8,0.8,26.16,1108.0,7080,98,0.0,0,0,59.0,0.940725424,0.9403572323341687,0.940725424,2.757886942446455,0,0,0.140725424,0,1108.0,7.011213987350367,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,4.59511985013459,8.865170419651774,3.264231526588998,4.07753744390572,32.21736856681496,28.588487560656645,18.73677324815823,2.2553516819571864,1,0,1,sweing_team8,22,0,8040,train,1.3107439726657701,0.8670930798961902,0.5990380513621463,0.9932887393999459,0.9459929771454892,1.3076441145920088,0.9328468641503114,1.3833747714680995,-0.33009389694785873,0.663747223037126,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,sweing,Thursday,9,0.7,28.08,872.0,6900,44,0.0,0,0,57.5,0.721126957,0.7209422227000836,0.721126957,0.9491401516443645,0,0,0.021126957000000002,0,872.0,6.771935555839602,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,3.8066624897703196,8.839421607620602,3.3350575791576103,4.051784947803305,25.778473063556532,27.438426552644906,15.423777777418833,2.047720797720798,0,0,1,sweing_team9,23,0,6900,train,0.9167217064900888,0.7974639264704733,0.5801410320570825,1.071580054566176,0.9166677981010531,0.8517486189465434,0.8483311320143957,0.9654789262403234,-0.5824157131837854,-0.3112018481025408,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,finishing,Thursday,10,0.65,3.94,,960,0,0.0,0,0,8.0,0.705916667,0.7057446397092731,0.705916667,0.8748055091700868,0,0,0.055916666999999975,1,0.0,0.0,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0.0,2.030456852791878,0,1,0,finishing_team10,1,0,960,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.6033955879065779,-0.7986763836723731,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,sweing,Thursday,10,0.75,19.31,578.0,6480,45,0.0,0,0,54.0,0.712205247,0.7120279660918964,0.712205247,0.9052538179243138,1,0,-0.037794753000000014,0,578.0,6.361302477572996,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,3.828641396489095,8.776630098427717,2.960623096440423,3.9889840465642745,24.355146001224615,25.375134098408473,15.272389450610566,2.7964785085447956,0,0,1,sweing_team10,13,0,7440,train,0.9277054058868384,0.6779711939756365,0.5340584259944958,0.6576791377091074,0.8451544323417699,0.7509722674404442,0.6967038086241547,0.9463830496090644,0.3275062678865777,0.1762726874672926,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,finishing,Thursday,11,0.7,4.15,,1440,0,0.0,0,0,12.0,0.436326389,0.4363795833283207,0.436326389,-0.255868536275442,1,1,-0.263673611,1,0.0,0.0,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,0.0,7.273092595999522,1.423108334242607,2.4849066497880004,0.0,0.0,0.0,2.8915662650602405,0,1,0,finishing_team11,2,0,1440,train,-0.9856129740972022,-1.1731446939116332,-0.5693857707660099,-1.0418939495153812,-0.8675859087010354,-0.973454127137173,-1.168065122270806,-0.980051246628074,0.44306092399670066,-0.3112018481025408,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,sweing,Thursday,11,0.8,11.41,968.0,3660,50,0.0,0,0,30.5,0.800570492,0.8003193888320802,0.800570492,1.3882917381213682,0,0,0.0005704919999999225,0,968.0,6.876264611890766,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,3.9318256327243257,8.205491613120236,2.4344901638739844,3.417726683613366,27.036273458427303,23.50119304764538,13.437905380276934,2.6730937773882557,0,0,1,sweing_team11,14,0,5100,train,0.9792705109119583,0.8278233023853054,0.11490064234006199,0.07609033318004338,0.1946456668082843,0.9408051247016822,0.5589915492035888,0.7149842209961569,0.17756393355757186,0.663747223037126,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-01,1,sweing,Thursday,12,0.8,11.41,968.0,3660,50,0.0,0,0,30.5,0.800570492,0.8003193888320802,0.800570492,1.3882917381213682,0,0,0.0005704919999999225,0,968.0,6.876264611890766,0,,0,0,1,0,5,-0.8660254037844386,0.5000000000000001,3.9318256327243257,8.205491613120236,2.4344901638739844,3.417726683613366,27.036273458427303,23.50119304764538,13.437905380276934,2.6730937773882557,0,0,1,sweing_team12,15,0,3660,train,0.9792705109119583,0.8278233023853054,0.11490064234006199,0.07609033318004338,0.1946456668082843,0.9408051247016822,0.5589915492035888,0.7149842209961569,0.17756393355757186,0.663747223037126,-0.22888618729874646,-1.2647205579438707,0.6664451087488514,-1.1680598507996036,-1.448191081975262,-1.6511514189325383,0
2015-01-03,1,finishing,Saturday,1,0.8,3.94,,960,0,0.0,0,0,8.0,0.902916667,0.9025800615973265,0.902916667,2.2262265010916744,0,0,0.1029166669999999,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0.0,2.030456852791878,0,1,0,finishing_team1,0,0,8820,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.6033955879065779,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,1,0.8,28.08,772.0,6300,50,0.0,0,0,56.5,0.800725314,0.8004740814903927,0.800725314,1.3892600087789913,0,0,0.0007253139999999769,0,772.0,6.650279048587422,0,,0,1,1,2,0,0.0,1.0,3.9318256327243257,8.748463629942055,3.3350575791576103,4.034240638152395,26.14773762800557,26.82882599286483,15.86193074966573,2.012108262108262,0,0,1,sweing_team1,12,0,15120,train,0.9792705109119583,0.762062325267994,0.5133870917952844,1.071580054566176,0.8966895396954262,0.8778937942407548,0.8035327802214346,1.020746827537911,-0.6256935699417965,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,2,0.8,4.15,,960,0,0.0,0,0,8.0,0.782447917,0.7822119538279031,0.782447917,1.2786034199540388,1,0,-0.017552082999999996,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0.0,1.9277108433734937,0,1,0,finishing_team2,4,0,7920,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0418939495153812,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.7282568762586739,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,0.7500339714954052,0.75024303,1.0987934781844715,0,0,0.00024303000000003294,0,944.0,6.851184927493743,0,,0,1,1,2,0,0.0,1.0,3.828641396489095,8.79497643168877,2.9892110565637253,4.007333185232471,26.230730228404685,27.4549807181102,15.342641722505542,2.7679919476597883,0,0,1,sweing_team2,16,0,14520,train,0.9277054058868384,0.820525205428872,0.547522775860096,0.6892803482072475,0.8660491749180281,0.8837699499688162,0.8495476652282442,0.955244556605381,0.2928881964601851,0.1762726874672926,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,3,0.75,3.94,,1560,0,0.0,0,0,8.0,0.945277778,0.9449057831979951,0.945277778,2.8420404697747115,0,0,0.195277778,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,7.353081920515432,1.3711807233098425,2.0794415416798357,0.0,0.0,0.0,2.030456852791878,0,1,0,finishing_team3,5,0,8460,train,-0.9856129740972022,-1.1731446939116332,-0.510681710642914,-1.0992948748235933,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.6033955879065779,0.1762726874672926,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,3,0.8,28.08,913.0,6540,50,0.0,0,0,54.5,0.800322936,0.8000720396457812,0.800322936,1.386744669738769,0,0,0.0003229359999999959,0,913.0,6.81783057145415,0,,0,1,1,2,0,0.0,1.0,3.9318256327243257,8.785845337961213,3.3350575791576103,3.9982007016691985,26.806521000414964,27.259054974649693,15.72022800359934,1.940883190883191,0,0,1,sweing_team3,17,0,15000,train,0.9792705109119583,0.8108192091155672,0.5408214781754841,1.071580054566176,0.8556497280237044,0.9245378765892858,0.8351494658827454,1.0028726742643796,-0.7122492834578188,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,4,0.8,4.15,,6600,0,0.0,0,0,20.0,0.988024691,0.9876169844912281,0.988024691,4.378969138409771,0,0,0.18802469099999997,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,8.79497643168877,1.423108334242607,2.995732273553991,0.0,0.0,0.0,4.8192771084337345,0,1,0,finishing_team4,6,0,15960,train,-0.9856129740972022,-1.1731446939116332,0.547522775860096,-1.0418939495153812,-0.28589266941854513,-0.973454127137173,-1.168065122270806,-0.980051246628074,2.78569652450745,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038,0.6999668416441103,0.700134038,0.8471399684401982,0,0,0.000134038000000003,0,544.0,6.300785794663244,0,,0,1,1,2,0,0.0,1.0,0.0,9.53249633228804,3.165053018170694,4.0943445622221,0.0,25.79758805610571,0.0,2.5327142254115658,0,1,1,sweing_team4,18,0,29760,train,-0.9856129740972022,0.6603610593198141,1.0887876615030239,0.8836565408135304,0.9651317725418185,-0.973454127137173,0.7277491229855408,-0.980051246628074,0.006968775484568933,-0.3112018481025408,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,5,0.8,11.61,659.0,7080,50,0.0,0,0,31.5,0.800148649,0.7998978982489557,0.800148649,1.3856563472960834,0,0,0.0001486490000000007,0,659.0,6.492239835020471,0,,0,1,1,2,0,0.0,1.0,3.9318256327243257,8.865170419651774,2.4518667957098,3.449987545831587,25.526354997127434,22.398146575372344,13.564749465280324,2.7131782945736433,0,0,1,sweing_team5,19,0,10740,train,0.9792705109119583,0.7160734888348288,0.5990380513621463,0.09529851025962122,0.2313821274960118,0.8338978104037267,0.4779308232641324,0.7309841269974787,0.22627633111997963,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,0.800125,0.7998742690058479,0.800125,1.3855087275756837,0,0,0.00012499999999993072,0,1152.0,7.050122520269059,0,,0,1,1,2,0,0.0,1.0,3.9318256327243257,8.812992231969966,3.254242968705492,4.02535169073515,27.71985243904091,28.37922260685501,15.826980958362665,2.1621621621621623,0,0,1,sweing_team6,20,0,8640,train,0.9792705109119583,0.878415321483365,0.5607445480062361,0.9822473597811097,0.8865674150869745,0.9892048196527736,0.9174683923494891,1.0163383178655843,-0.44334173565601465,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,7,0.8,3.94,,960,0,0.0,0,0,8.0,0.6253125,0.6252078111946534,0.6253125,0.5117123832031671,1,1,-0.1746875,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,6.8679744089702925,1.3711807233098425,2.0794415416798357,0.0,0.0,0.0,2.030456852791878,0,1,0,finishing_team7,9,0,8640,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0992948748235933,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.6033955879065779,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,0.800125,0.7998742690058479,0.800125,1.3855087275756837,0,0,0.00012499999999993072,0,1138.0,7.037905963447182,0,,0,1,1,2,0,0.0,1.0,3.6635616461296463,8.812992231969966,3.254242968705492,4.02535169073515,25.78380235675221,28.330046669197106,14.74712406636042,2.1621621621621623,0,0,1,sweing_team7,21,0,15360,train,0.8452087477209552,0.8748603478741109,0.5607445480062361,0.9822473597811097,0.8865674150869745,0.852125950860325,0.9138545489571172,0.8801269307405657,-0.44334173565601465,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.628333333,0.628226120524645,0.628333333,0.5246143476060059,1,1,-0.171666667,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,6.8679744089702925,1.0647107369924282,2.0794415416798357,0.0,0.0,0.0,2.7586206896551726,0,1,0,finishing_team8,10,0,9000,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.4380676486489155,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,0.28149984809940837,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,8,0.8,26.16,1261.0,7080,50,0.0,0,0,59.0,0.800318644,0.8000677512314118,0.800318644,1.3867178601211287,0,0,0.00031864399999992354,0,1261.0,7.140453043101158,0,,0,1,1,2,0,0.0,1.0,3.9318256327243257,8.865170419651774,3.264231526588998,4.07753744390572,28.075016304129548,29.115464649695515,16.032166240341738,2.2553516819571864,0,0,1,sweing_team8,22,0,16080,train,0.9792705109119583,0.9047011751375774,0.5990380513621463,0.9932887393999459,0.9459929771454892,1.0143516179239997,0.9715733788210175,1.0422200546799745,-0.33009389694785873,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,9,0.8,4.15,,960,0,0.0,0,0,8.0,0.956270833,0.9558896543592316,0.956270833,3.0759481321106237,0,0,0.156270833,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0.0,1.9277108433734937,0,1,0,finishing_team9,11,0,7860,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0418939495153812,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.7282568762586739,0.663747223037126,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,sweing,Saturday,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217,0.699798161680869,0.699965217,0.8463369101807844,1,1,-3.478299999992718e-05,0,1072.0,6.9782137426306985,0,,0,1,1,2,0,0.0,1.0,3.713572066704308,8.839421607620602,3.3350575791576103,4.051784947803305,25.914099630125488,28.27422140494523,15.046595402455326,2.047720797720798,0,0,1,sweing_team9,23,0,14760,train,0.870200865542169,0.857490128689246,0.5801410320570825,1.071580054566176,0.9166677981010531,0.861351436814508,0.9097520595699801,0.9179017566418343,-0.5824157131837854,-0.3112018481025408,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
2015-01-03,1,finishing,Saturday,10,0.7,4.15,,960,0,0.0,0,0,8.0,0.7018125,0.7016439014202172,0.7018125,0.8551382776061907,0,0,0.0018124999999999947,1,0.0,0.0,0,,0,1,1,2,0,0.0,1.0,0.0,6.8679744089702925,1.423108334242607,2.0794415416798357,0.0,0.0,0.0,1.9277108433734937,0,1,0,finishing_team10,1,0,8400,train,-0.9856129740972022,-1.1731446939116332,-0.8667014757335281,-1.0418939495153812,-1.329301807783477,-0.973454127137173,-1.168065122270806,-0.980051246628074,-0.7282568762586739,-0.3112018481025408,-0.22888618729874646,-0.028538824941726406,1.3678317129691895,-1.1680598507996036,-1.448191081975262,-1.5662839684090883,0
