date,t,team,dept_bin,team_dept_idx,split_code,actual_y,y_pred,pred_var,pred_sd,y_lo80,y_hi80,y_lo95,y_hi95,theta_pred_intercept,theta_filt_intercept,theta_pred_log_incentive,theta_filt_log_incentive,theta_pred_log_wip_imputed,theta_filt_log_wip_imputed,theta_pred_log_workers,theta_filt_log_workers,baseline_group_mean,low_actual,p_low,alarm
2015-02-26,47,1,0,0,1,0.768847222,0.8547624880022788,0.059338814820551,0.2435955968825196,0.6483202628144034,1.0612047131901543,0.4926759373890078,1.21684903861555,0.9055347537251482,0.886373059459587,0.11256940653374566,0.1089312748662883,0.009455442084350781,0.005125086281821986,-0.05361476463489951,-0.05133862354993901,0.8636745005555555,0,0.3335733618979477,0
2015-02-28,48,1,0,0,1,0.768847222,0.8412410389831153,0.05911508090561435,0.24313593092263092,0.6351883711797615,1.0472937067864692,0.4798377472792026,1.202644330687028,0.886373059459587,0.8706122151328822,0.1089312748662883,0.10607271903288243,0.005125086281821986,0.0017226355264613712,-0.05133862354993901,-0.04967556247417815,0.8636745005555555,0,0.35373072727990007,0
2015-03-01,49,1,0,0,1,0.448722222,0.8300784813284803,0.058925761109548586,0.2427462895896631,0.6243560264880554,1.0358009361689051,0.4692543621877675,1.190902600469193,0.8706122151328822,0.7893450069671644,0.10607271903288243,0.09199027521991766,0.0017226355264613712,-0.015039262572151737,-0.04967556247417815,-0.04212078280015536,0.8636745005555555,1,0.37074323972082945,0
2015-03-02,50,1,0,0,2,0.537919444,0.7723126620280064,0.058763980361295716,0.24241283043868722,0.5668728069144147,0.9777525171415982,0.4119842048585793,1.1326411191974335,0.7893450069671644,0.7403428355690268,0.09199027521991766,0.0838761054801759,-0.015039262572151737,-0.02469730830191258,-0.04212078280015536,-0.03814679329838577,0.8636745005555555,1,0.46333151516048404,0
2015-03-03,51,1,0,0,2,0.555430556,0.7373555752719952,0.05862443799728892,0.2421248396949163,0.5321597863514647,0.9425513641925258,0.3774551947031105,1.0972559558408799,0.7403428355690268,0.7029614003231529,0.0838761054801759,0.07796021842497654,-0.02469730830191258,-0.03173880602057311,-0.03814679329838577,-0.03553366500935308,0.8636745005555555,1,0.5208243967052983,1
2015-03-04,52,1,0,0,2,0.806879167,0.7105919745882757,0.058502989614839254,0.24187391263805044,0.5056088411534854,0.9155751080230661,0.35106457823437215,1.0701193709421792,0.7029614003231529,0.7224371013594625,0.07796021842497654,0.08090640516327877,-0.03173880602057311,-0.028232050904572363,-0.03553366500935308,-0.03668967207057181,0.8636745005555555,0,0.5647124256248244,1
2015-03-05,53,1,0,0,2,0.812625,0.7245866268703063,0.058396356920591294,0.2416533817694081,0.5197903887810302,0.9293828649595823,0.3653870330816066,1.083786220659006,0.7224371013594625,0.7399884925577517,0.08090640516327877,0.08344474467276948,-0.028232050904572363,-0.025210743753423175,-0.03668967207057181,-0.037557203395649205,0.8636745005555555,0,0.541877386684124,1
2015-03-07,54,1,0,0,2,0.664875,0.737244978221064,0.0583019216647549,0.24145790868131634,0.5326143995270581,0.94187555691507,0.3783359404896604,1.0961540159524676,0.7399884925577517,0.7257529558399343,0.08344474467276948,0.08147617505159244,-0.025210743753423175,-0.02755387139720734,-0.037557203395649205,-0.03698646310951248,0.8636745005555555,1,0.5210643416982049,1
2015-03-08,55,1,0,0,2,0.890604167,0.7269398309306191,0.0582175761904066,0.24128318671305427,0.5224573254874388,0.9314223363737993,0.36829050427615617,1.085589157585082,0.7257529558399343,0.7575458529337791,0.08147617505159244,0.08568067200381436,-0.02755387139720734,-0.022549388481806574,-0.03698646310951248,-0.03798230768720446,0.8636745005555555,0,0.5380701632663489,1
2015-03-09,56,1,0,0,2,0.794566667,1.0441137942066523,0.1720141979387318,0.4147459438484381,0.6926251932981136,1.395602395115191,0.4276251133322123,1.6606024750810922,0.7575458529337791,0.7290445242781856,0.08568067200381436,0.039596718092075184,-0.022549388481806574,-0.002391573549156357,-0.03798230768720446,-0.02886994758125557,0.8636745005555555,0,0.23911816130919955,0
2015-03-10,57,1,0,0,2,0.880754167,0.7312000205246363,0.05824089808739566,0.24133151076350484,0.5266765614491541,0.9357234796001185,0.372478863800323,1.0899211772489497,0.7290445242781856,0.7575577355224345,0.039596718092075184,0.03689725443664843,-0.002391573549156357,0.005254431821627756,-0.02886994758125557,-0.02808567076219013,0.8636745005555555,0,0.5310466202029396,1
2015-03-11,58,1,0,0,2,0.812625,0.7523614469470361,0.0581383118826231,0.24111887500281495,0.5480181922765314,0.9567047016175408,0.39395635730320605,1.110766536590866,0.7575577355224345,0.7688891552680432,0.03689725443664843,0.035902312339187385,0.005254431821627756,0.008143580139014079,-0.02808567076219013,-0.027719424838713626,0.8636745005555555,0,0.49609293975805496,0
2015-01-01,0,10,0,1,0,0.705916667,0.5622949218681528,0.14690977368357738,0.3832881079339371,0.23746618562423139,0.8871236581120742,-0.007434049710173363,1.1320238934464788,0.7898772135,0.8441893646972632,0.13242990040885458,0.12274594366834475,0.033094774784278046,0.02156826005205771,0.04380698488118558,0.030746177505503493,0.7898772135,1,0.687835108116965,1
2015-01-03,1,10,0,1,0,0.7018125,0.6570357309224633,0.08519598564371814,0.29188351382652317,0.40967049583135434,0.9044009660135721,0.22317282020122736,1.0908986416436992,0.8441893646972632,0.8556780215832138,0.12274594366834475,0.12106696160143372,0.02156826005205771,0.019569819533583773,0.030746177505503493,0.02848172486999998,0.7898772135,1,0.6249463340856934,1
2015-01-04,2,10,0,1,0,0.759228395,0.7018347456007399,0.07551903244349775,0.274807264175272,0.4689412785587395,0.9347282126427403,0.2933543968500906,1.110315094351389,0.8556780215832138,0.8721145768278981,0.12106696160143372,0.11907022548648886,0.019569819533583773,0.01719316618186129,0.02848172486999998,0.03291302879150504,0.7898772135,0,0.5695659512375405,1
2015-01-05,3,10,0,1,0,0.763375,0.6908359974097665,0.06796036556855345,0.26069208957801815,0.4699048486118755,0.9117671462076575,0.30333679506172895,1.0783351997578041,0.8721145768278981,0.8846659866899659,0.11907022548648886,0.11838564906206965,0.01719316618186129,0.01637833599903012,0.03291302879150504,0.029160424759558153,0.7898772135,0,0.5897685889221023,1
2015-01-06,4,10,0,1,0,0.809640152,0.710006391706493,0.0642589804274272,0.2534935510568803,0.4951758552736154,0.9248369281393707,0.33320727596072935,1.0868055074522567,0.8846659866899659,0.9015009553231542,0.11838564906206965,0.11815080972761698,0.01637833599903012,0.016098813989503764,0.029160424759558153,0.0256140164972552,0.7898772135,0,0.5626808728146806,1
2015-01-07,5,10,0,1,0,0.805909091,0.7321149877110711,0.062112855224777025,0.24922450767285512,0.5209023771639671,0.943327598258175,0.3616614841730912,1.102568491249051,0.9015009553231542,0.9142536472720296,0.11815080972761698,0.11841690372642176,0.016098813989503764,0.016415537461072806,0.0256140164972552,0.02390485281632696,0.7898772135,0,0.5286046033066661,1
2015-01-08,6,10,0,1,0,0.779791667,0.7465058458731424,0.06078662509164764,0.24654943741904511,0.5375603019840485,0.9554513897622363,0.3800286332585053,1.1129830584877796,0.9142536472720296,0.920297362580195,0.11841690372642176,0.11871317074181759,0.016415537461072806,0.016768174942748616,0.02390485281632696,0.023477128941096805,0.7898772135,0,0.5056537105417006,1
2015-01-10,7,10,0,1,0,0.846950758,0.75241243589721,0.059954370801687105,0.2448558163525774,0.5449022007988381,0.9599226709955818,0.3884526637365521,1.116372208057868,0.920297362580195,0.9385926092401904,0.11871317074181759,0.12001004134613205,0.016768174942748616,0.018311799984347798,0.023477128941096805,0.02310829609355394,0.7898772135,0,0.49606949460249944,0
2015-01-11,8,10,0,1,0,0.828295455,0.7681088647079352,0.05944734668416138,0.24381826569016804,0.5614779323154995,0.9747397971003708,0.4056913336437758,1.1305263957720946,0.9385926092401904,0.951081106287174,0.12001004134613205,0.12110101989539306,0.018311799984347798,0.019610358069390547,0.02310829609355394,0.023352778532312053,0.7898772135,0,0.4703969871309407,0
2015-01-12,9,10,0,1,0,0.24625,0.7776736916672888,0.05916684298673715,0.24324235442606854,0.571530832148062,0.9838165511865157,0.4161122094223439,1.1392351739122337,0.951081106287174,0.8328023232348515,0.12110101989539306,0.1093386152893702,0.019610358069390547,0.0056099310114604214,0.023352778532312053,0.017389880274019564,0.7898772135,1,0.45471004566631157,0
2015-01-13,10,10,0,1,0,0.912766667,0.713483865344112,0.07022333782023249,0.2649968637932013,0.4889045095207779,0.9380632211674461,0.3195859395926447,1.1073817910955794,0.8328023232348515,0.9016119067621611,0.1093386152893702,0.11083959459304965,0.0056099310114604214,0.007396500336398177,0.017389880274019564,0.04482548611163533,0.7898772135,0,0.554800111854721,1
2015-01-14,11,10,0,1,0,0.332359307,0.7241031994414462,0.05881726364287569,0.24252270747885793,0.5185702258110988,0.9296361730717936,0.36361141830813726,1.0845949805747552,0.9016119067621611,0.8134290346774646,0.11083959459304965,0.09838968405105215,0.007396500336398177,-0.007422243811523751,0.04482548611163533,0.044974860612438376,0.7898772135,1,0.5425186121932895,1
2015-01-15,12,10,0,1,0,0.953110048,0.7096773188204023,0.06625548852013063,0.2574014151478788,0.4915349484750809,0.9278196891657238,0.3270694567463644,1.0922851808944403,0.8134290346774646,0.8910877043548522,0.09838968405105215,0.10207705630560646,-0.007422243811523751,-0.0030332784583944348,0.044974860612438376,0.07155130602430798,0.7898772135,0,0.5622408001376968,1
2015-01-17,13,10,0,1,0,0.974621212,0.6989244273836364,0.05883439012772073,0.24255801394248083,0.49336153225631973,0.904487322510953,0.33838016584513464,1.059468688922138,0.8910877043548522,0.9557891794398725,0.10207705630560646,0.11294563215420131,-0.0030332784583944348,0.009903251825040881,0.07155130602430798,0.06960672658207527,0.7898772135,0,0.583388799761791,1
2015-01-18,14,10,0,1,0,0.235795455,0.7403222042106213,0.05886114970580915,0.242613168863129,0.5347125664299301,0.9459318419913125,0.37969595902700276,1.1009484493942399,0.9557891794398725,0.8316431010368448,0.11294563215420131,0.09231818647590596,0.009903251825040881,-0.014648959927861756,0.06960672658207527,0.07031461784412454,0.7898772135,1,0.5159095166986872,1
2015-01-19,15,10,0,1,0,0.538399621,0.6643690996979632,0.05894126532635603,0.24277822251255576,0.4586195823664956,0.8701186170294308,0.3034975146668601,1.0252406847290663,0.8316431010368448,0.7993227967307506,0.09231818647590596,0.08703173397127599,-0.014648959927861756,-0.020941261133721183,0.07031461784412454,0.06984909166907832,0.7898772135,1,0.6378479855115727,1
2015-01-22,18,10,0,1,0,0.940701058,0.6897712790672221,0.06224998044668381,0.24949945981240884,0.4783256522741922,0.901216905860252,0.31890907983412764,1.0606334783003166,0.7993227967307506,0.8784622029867368,0.08703173397127599,0.09422431680446779,-0.020941261133721183,-0.012380151846368504,0.06984909166907832,0.08809516780240179,0.7898772135,0,0.5953767468221558,1
2015-01-24,19,10,0,1,0,0.937242424,0.7053971720985928,0.05951865484960679,0.24396445406986403,0.498642348080909,0.9121519961162765,0.34276234299283787,1.0680320012043476,0.8784622029867368,0.9438762115668754,0.09422431680446779,0.10333296481448129,-0.012380151846368504,-0.001538409334360686,0.08809516780240179,0.09426991943845894,0.7898772135,0,0.5725323767302115,1
2015-01-25,20,10,0,1,0,0.955151515,0.8113773594597908,0.06511525000937421,0.25517689944306127,0.5951202201200585,1.0276344987995232,0.432076072827389,1.1906786460921928,0.9438762115668754,0.9890264499111397,0.10333296481448129,0.10636835942545875,-0.001538409334360686,0.0020745271583411484,0.09426991943845894,0.10747233686145495,0.7898772135,0,0.4049602212171675,0
2015-01-26,21,10,0,1,0,0.997792208,0.8570001856092836,0.06453944475960474,0.25404614690958166,0.6417013356316572,1.07229903558691,0.4793796776513925,1.2346206935671746,0.9890264499111397,1.0301256193449282,0.10636835942545875,0.10916906345270797,0.0020745271583411484,0.005408118694911493,0.10747233686145495,0.1192393917749724,0.7898772135,0,0.3368103443877668,0
2015-01-27,22,10,0,1,0,0.979527778,0.8127322522188707,0.05952751425832559,0.2439826105654368,0.6059620409470837,1.0195024634906575,0.45007043484675424,1.175394069590987,1.0301256193449282,1.0755027978817275,0.10916906345270797,0.11594841243276768,0.005408118694911493,0.013477368484786863,0.1192393917749724,0.12215894449144184,0.7898772135,0,0.39854394987496256,0
2015-01-28,23,10,0,1,0,0.840533333,0.8140661897261436,0.059361377001393746,0.24364190321328913,0.607584720881623,1.0205476585706643,0.45191080823171353,1.1762215712205737,1.0755027978817275,1.0825679522909302,0.11594841243276768,0.11718383255156775,0.013477368484786863,0.014947850910659475,0.12215894449144184,0.12211105763464346,0.7898772135,0,0.39629368673699356,0
2015-01-29,24,10,0,1,0,0.85695,0.8182400973888762,0.05938983797956795,0.24370030360992156,0.6117091354172753,1.0247710593604769,0.4559979080931487,1.1804822866846036,1.0825679522909302,1.092889481538035,0.11718383255156775,0.11895241951118879,0.014947850910659475,0.017052945366524568,0.12211105763464346,0.12210042936071114,0.7898772135,0,0.3897324366131831,0
2015-01-31,25,10,0,1,0,0.971866667,0.8243603315246952,0.05940673549568609,0.24373496978416145,0.6177999906881214,1.030920672361269,0.4620666135658305,1.18665404948356,1.092889481538035,1.1320769622021774,0.11895241951118879,0.12552528998534418,0.017052945366524568,0.024876430165501444,0.12210042936071114,0.12226250466084594,0.7898772135,0,0.3801500072547438,0
2015-02-01,26,10,0,1,0,0.8865,0.8477171625334432,0.05941179970741069,0.24374535832998068,0.6411480176193621,1.0542863074475242,0.4854080027818297,1.2100263222850567,1.1320769622021774,1.142319924164422,0.12552528998534418,0.12720556086167203,0.024876430165501444,0.0268764047140344,0.12226250466084594,0.12235250697000337,0.7898772135,0,0.3442474060268872,0
2015-02-02,27,10,0,1,0,0.85695,0.853860997598496,0.059405327677831736,0.2437320817574735,0.6473031043047492,1.0604188908922427,0.4915715724742921,1.2161504227226998,1.142319924164422,1.14312941806976,0.12720556086167203,0.12733534007751457,0.0268764047140344,0.027030876907934986,0.12235250697000337,0.1223630151143601,0.7898772135,0,0.33500738921761575,0
