feature,train_missing_fraction,train_unique_non_missing,train_dominant_fraction,drop,drop_reasons
60,0.002737226277372263,1062,0.0027447392497712718,False,
61,0.002737226277372263,1025,0.0027447392497712718,False,
62,0.002737226277372263,1073,0.0018298261665141812,False,
63,0.0036496350364963502,1076,0.0027472527472527475,False,
64,0.0036496350364963502,1062,0.0027472527472527475,False,
65,0.0036496350364963502,1084,0.0018315018315018315,False,
66,0.002737226277372263,1092,0.0018298261665141812,False,
67,0.002737226277372263,950,0.0036596523330283625,False,
68,0.002737226277372263,1062,0.0027447392497712718,False,
69,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
70,0.002737226277372263,1081,0.0018298261665141812,False,
71,0.002737226277372263,1090,0.0018298261665141812,False,
72,0.4470802919708029,606,0.0016501650165016502,True,high_missingness_in_train
73,0.4470802919708029,604,0.0033003300330033004,True,high_missingness_in_train
74,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
75,0.0,595,0.006386861313868613,False,
76,0.0,734,0.005474452554744526,False,
77,0.0,685,0.006386861313868613,False,
78,0.0,761,0.004562043795620438,False,
79,0.0,598,0.006386861313868613,False,
80,0.0,745,0.005474452554744526,False,
81,0.0,490,0.010036496350364963,False,
82,0.0,715,0.004562043795620438,False,
83,0.0,1061,0.002737226277372263,False,
84,0.008211678832116789,170,0.02207911683532659,False,
85,0.8968978102189781,69,0.061946902654867256,True,high_missingness_in_train
86,0.0,395,0.011861313868613138,False,
87,0.0,232,0.02737226277372263,False,
88,0.0,746,0.004562043795620438,False,
89,0.010948905109489052,549,0.007380073800738007,False,
90,0.010948905109489052,1082,0.0018450184501845018,False,
91,0.0018248175182481751,896,0.04021937842778794,False,
92,0.0,170,0.030109489051094892,False,
93,0.0,149,0.030109489051094892,False,
94,0.0018248175182481751,22,0.30347349177330896,False,
95,0.0018248175182481751,14,0.41681901279707495,False,
96,0.0018248175182481751,968,0.04113345521023766,False,
97,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
98,0.0018248175182481751,1010,0.04021937842778794,False,
99,0.0018248175182481751,248,0.04661791590493602,False,
100,0.0018248175182481751,31,0.1846435100548446,False,
101,0.0018248175182481751,27,0.27696526508226693,False,
102,0.0018248175182481751,832,0.04113345521023766,False,
103,0.0,138,0.021897810218978103,False,
104,0.0,49,0.07208029197080291,False,
105,0.0018248175182481751,167,0.062157221206581355,False,
106,0.0018248175182481751,153,0.056672760511883,False,
107,0.0018248175182481751,865,0.04113345521023766,False,
108,0.0018248175182481751,888,0.04021937842778794,False,
109,0.7791970802919708,80,0.045454545454545456,True,high_missingness_in_train
110,0.7791970802919708,242,0.004132231404958678,True,high_missingness_in_train
111,0.7791970802919708,239,0.008264462809917356,True,high_missingness_in_train
112,0.3686131386861314,237,0.014450867052023121,False,
113,0.0,417,0.009124087591240875,False,
114,0.0,15,0.9872262773722628,False,
115,0.0,1096,0.0009124087591240876,False,
116,0.0,120,0.09032846715328467,False,
117,0.0,1085,0.0018248175182481751,False,
118,0.0,297,0.010948905109489052,False,
119,0.0,231,0.01916058394160584,False,
120,0.0,947,0.0036496350364963502,False,
121,0.005474452554744526,46,0.07155963302752294,False,
122,0.005474452554744526,232,0.014678899082568808,False,
123,0.005474452554744526,45,0.06788990825688074,False,
124,0.005474452554744526,53,0.07339449541284404,False,
125,0.005474452554744526,119,0.030275229357798167,False,
126,0.005474452554744526,216,0.01743119266055046,False,
127,0.005474452554744526,241,0.01651376146788991,False,
128,0.005474452554744526,209,0.01743119266055046,False,
129,0.005474452554744526,68,0.12844036697247707,False,
130,0.005474452554744526,232,0.015596330275229359,False,
131,0.005474452554744526,63,0.044954128440366975,False,
132,0.004562043795620438,233,0.013748854262144821,False,
133,0.004562043795620438,249,0.00916590284142988,False,
134,0.004562043795620438,249,0.00916590284142988,False,
135,0.004562043795620438,126,0.026581118240146653,False,
136,0.005474452554744526,829,0.0045871559633027525,False,
137,0.005474452554744526,824,0.0045871559633027525,False,
138,0.0036496350364963502,263,0.019230769230769232,False,
139,0.0036496350364963502,370,0.009157509157509158,False,
140,0.0036496350364963502,359,0.009157509157509158,False,
141,0.0036496350364963502,1,1.0,True,zero_variance_in_train|near_constant_in_train
142,0.0036496350364963502,287,0.014652014652014652,False,
143,0.005474452554744526,51,0.08073394495412844,False,
144,0.0,753,0.004562043795620438,False,
145,0.0,577,0.006386861313868613,False,
146,0.0,516,0.009124087591240875,False,
147,0.0,287,0.013686131386861315,False,
148,0.0,1089,0.0018248175182481751,False,
149,0.0,1,1.0,True,zero_variance_in_train|near_constant_in_train
150,0.0,1042,0.002737226277372263,False,
151,0.0,1063,0.0018248175182481751,False,
152,0.0,1019,0.0036496350364963502,False,
153,0.0,217,0.01551094890510949,False,
154,0.0,1089,0.0018248175182481751,False,
155,0.009124087591240875,60,0.05432780847145488,False,
156,0.0,603,0.0072992700729927005,False,
157,0.9096715328467153,93,0.020202020202020204,True,high_missingness_in_train
158,0.9096715328467153,99,0.010101010101010102,True,high_missingness_in_train
159,0.0018248175182481751,755,0.005484460694698354,False,
160,0.0018248175182481751,640,0.006398537477148081,False,
161,0.0018248175182481751,1006,0.002742230347349177,False,
162,0.0018248175182481751,929,0.004570383912248629,False,
163,0.0018248175182481751,235,0.015539305301645339,False,
164,0.0018248175182481751,189,0.02102376599634369,False,
165,0.0018248175182481751,358,0.011882998171846435,False,
166,0.0018248175182481751,59,0.06489945155393052,False,
167,0.0018248175182481751,30,0.10146252285191956,False,
168,0.0018248175182481751,195,0.015539305301645339,False,
169,0.0018248175182481751,565,0.007312614259597806,False,
170,0.0009124087591240876,274,0.010958904109589041,False,
171,0.0009124087591240876,259,0.011872146118721462,False,
172,0.0009124087591240876,261,0.011872146118721462,False,
173,0.0009124087591240876,266,0.011872146118721462,False,
174,0.0009124087591240876,262,0.0136986301369863,False,
175,0.0009124087591240876,273,0.011872146118721462,False,
176,0.0009124087591240876,268,0.015525114155251141,False,
177,0.0009124087591240876,216,0.0182648401826484,False,
178,0.010036496350364963,1,1.0,True,zero_variance_in_train|near_constant_in_train
179,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
180,0.0009124087591240876,706,0.005479452054794521,False,
181,0.0009124087591240876,607,0.005479452054794521,False,
182,0.0009124087591240876,730,0.0045662100456621,False,
183,0.0009124087591240876,1069,0.0027397260273972603,False,
184,0.0009124087591240876,813,0.0045662100456621,False,
185,0.0009124087591240876,628,0.006392694063926941,False,
186,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
187,0.0009124087591240876,805,0.0045662100456621,False,
188,0.0009124087591240876,1085,0.0018264840182648401,False,
189,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
190,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
191,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
192,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
193,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
194,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
195,0.002737226277372263,184,0.022872827081427266,False,
196,0.0036496350364963502,684,0.004578754578754579,False,
197,0.002737226277372263,721,0.0054894784995425435,False,
198,0.002737226277372263,639,0.0054894784995425435,False,
199,0.002737226277372263,723,0.0054894784995425435,False,
200,0.0036496350364963502,792,0.004578754578754579,False,
201,0.0036496350364963502,681,0.004578754578754579,False,
202,0.0036496350364963502,1045,0.0027472527472527475,False,
203,0.002737226277372263,1068,0.0027447392497712718,False,
204,0.002737226277372263,930,0.0027447392497712718,False,
205,0.002737226277372263,702,0.0054894784995425435,False,
206,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
207,0.002737226277372263,802,0.0054894784995425435,False,
208,0.002737226277372263,1088,0.0018298261665141812,False,
209,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
210,0.0,685,0.005474452554744526,False,
211,0.0,555,0.008211678832116789,False,
212,0.0,574,0.0072992700729927005,False,
213,0.0,688,0.0072992700729927005,False,
214,0.0,657,0.008211678832116789,False,
215,0.0,668,0.005474452554744526,False,
216,0.0,619,0.006386861313868613,False,
217,0.0,690,0.005474452554744526,False,
218,0.0,1086,0.002737226277372263,False,
219,0.008211678832116789,62,0.05887764489420423,False,
220,0.8968978102189781,55,0.04424778761061947,True,high_missingness_in_train
221,0.0,351,0.012773722627737226,False,
222,0.0,168,0.040145985401459854,False,
223,0.0,746,0.004562043795620438,False,
224,0.010948905109489052,598,0.007380073800738007,False,
225,0.010948905109489052,1066,0.0018450184501845018,False,
226,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
227,0.0,302,0.012773722627737226,False,
228,0.0,267,0.014598540145985401,False,
229,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
230,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
231,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
232,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
233,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
234,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
235,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
236,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
237,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
238,0.0,90,0.03467153284671533,False,
239,0.0,78,0.04288321167883212,False,
240,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
241,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
242,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
243,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
244,0.7791970802919708,48,0.07024793388429752,True,high_missingness_in_train
245,0.7791970802919708,241,0.008264462809917356,True,high_missingness_in_train
246,0.7791970802919708,241,0.008264462809917356,True,high_missingness_in_train
247,0.3686131386861314,447,0.010115606936416185,False,
248,0.0,395,0.009124087591240875,False,
249,0.0,15,0.9872262773722628,False,
250,0.0,1095,0.0018248175182481751,False,
251,0.0,109,0.11222627737226278,False,
252,0.0,1075,0.0018248175182481751,False,
253,0.0,388,0.008211678832116789,False,
254,0.0,267,0.01824817518248175,False,
255,0.0,951,0.002737226277372263,False,
256,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
257,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
258,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
259,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
260,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
261,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
262,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
263,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
264,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
265,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
266,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
267,0.004562043795620438,224,0.02474793767186068,False,
268,0.004562043795620438,246,0.00916590284142988,False,
269,0.004562043795620438,244,0.01466544454628781,False,
270,0.004562043795620438,501,0.00916590284142988,False,
271,0.005474452554744526,1090,0.0009174311926605505,False,
272,0.005474452554744526,1088,0.001834862385321101,False,
273,0.0036496350364963502,370,0.009157509157509158,False,
274,0.0036496350364963502,370,0.009157509157509158,False,
275,0.0036496350364963502,333,0.014652014652014652,False,
276,0.0036496350364963502,1,1.0,True,zero_variance_in_train|near_constant_in_train
277,0.0036496350364963502,368,0.009157509157509158,False,
278,0.005474452554744526,20,0.1669724770642202,False,
279,0.0,460,0.009124087591240875,False,
280,0.0,237,0.014598540145985401,False,
281,0.0,214,0.01916058394160584,False,
282,0.0,113,0.023722627737226276,False,
283,0.0,1068,0.002737226277372263,False,
284,0.0,1,1.0,True,zero_variance_in_train|near_constant_in_train
285,0.0,1079,0.0018248175182481751,False,
286,0.0,1087,0.0018248175182481751,False,
287,0.0,854,0.005474452554744526,False,
288,0.0,87,0.032846715328467155,False,
289,0.0,1076,0.0018248175182481751,False,
290,0.009124087591240875,256,0.01841620626151013,False,
291,0.0,320,0.016423357664233577,False,
292,0.9096715328467153,78,0.030303030303030304,True,high_missingness_in_train
293,0.9096715328467153,99,0.010101010101010102,True,high_missingness_in_train
294,0.0018248175182481751,1092,0.0018281535648994515,False,
295,0.0018248175182481751,1092,0.0018281535648994515,False,
296,0.0018248175182481751,1094,0.0009140767824497258,False,
297,0.0018248175182481751,1091,0.0018281535648994515,False,
298,0.0018248175182481751,596,0.008226691042047532,False,
299,0.0018248175182481751,510,0.008226691042047532,False,
300,0.0018248175182481751,746,0.005484460694698354,False,
301,0.0018248175182481751,843,0.005484460694698354,False,
302,0.0018248175182481751,481,0.008226691042047532,False,
303,0.0018248175182481751,459,0.008226691042047532,False,
304,0.0018248175182481751,850,0.003656307129798903,False,
305,0.0009124087591240876,262,0.0136986301369863,False,
306,0.0009124087591240876,224,0.01643835616438356,False,
307,0.0009124087591240876,243,0.012785388127853882,False,
308,0.0009124087591240876,249,0.014611872146118721,False,
309,0.0009124087591240876,249,0.011872146118721462,False,
310,0.0009124087591240876,259,0.011872146118721462,False,
311,0.0009124087591240876,234,0.014611872146118721,False,
312,0.0009124087591240876,261,0.010958904109589041,False,
313,0.010036496350364963,1,1.0,True,zero_variance_in_train|near_constant_in_train
314,0.010036496350364963,1,1.0,True,zero_variance_in_train|near_constant_in_train
315,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
316,0.0009124087591240876,1079,0.0027397260273972603,False,
317,0.0009124087591240876,898,0.0045662100456621,False,
318,0.0009124087591240876,1081,0.0018264840182648401,False,
319,0.0009124087591240876,1092,0.0018264840182648401,False,
320,0.0009124087591240876,469,0.0091324200913242,False,
321,0.0009124087591240876,1073,0.0018264840182648401,False,
322,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
323,0.0009124087591240876,1083,0.0018264840182648401,False,
324,0.0009124087591240876,1092,0.0018264840182648401,False,
325,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
326,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
327,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
328,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
329,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
330,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
331,0.002737226277372263,263,0.020128087831655993,False,
332,0.0036496350364963502,1069,0.0018315018315018315,False,
333,0.002737226277372263,1079,0.0018298261665141812,False,
334,0.002737226277372263,865,0.004574565416285453,False,
335,0.002737226277372263,1074,0.0018298261665141812,False,
336,0.0036496350364963502,1077,0.0018315018315018315,False,
337,0.0036496350364963502,1069,0.0018315018315018315,False,
338,0.0036496350364963502,1069,0.0018315018315018315,False,
339,0.002737226277372263,1079,0.0018298261665141812,False,
340,0.002737226277372263,668,0.007319304666056725,False,
341,0.002737226277372263,1071,0.0027447392497712718,False,
342,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
343,0.002737226277372263,1079,0.0018298261665141812,False,
344,0.002737226277372263,1086,0.0018298261665141812,False,
345,0.4470802919708029,601,0.0033003300330033004,True,high_missingness_in_train
346,0.4470802919708029,600,0.0033003300330033004,True,high_missingness_in_train
347,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
348,0.0,340,0.010036496350364963,False,
349,0.0,328,0.011861313868613138,False,
350,0.0,387,0.011861313868613138,False,
351,0.0,449,0.008211678832116789,False,
352,0.0,331,0.010036496350364963,False,
353,0.0,488,0.008211678832116789,False,
354,0.0,433,0.010036496350364963,False,
355,0.0,497,0.0072992700729927005,False,
356,0.0,1057,0.0018248175182481751,False,
357,0.008211678832116789,27,0.13983440662373506,False,
358,0.8968978102189781,18,0.1504424778761062,True,high_missingness_in_train
359,0.0,201,0.021897810218978103,False,
360,0.0,94,0.11131386861313869,False,
361,0.0,745,0.004562043795620438,False,
362,0.010948905109489052,329,0.014760147601476014,False,
363,0.010948905109489052,1084,0.0009225092250922509,False,
364,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
365,0.0,117,0.03467153284671533,False,
366,0.0,102,0.04470802919708029,False,
367,0.0018248175182481751,104,0.04204753199268738,False,
368,0.0018248175182481751,91,0.048446069469835464,False,
369,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
370,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
371,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
372,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
373,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
374,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
375,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
376,0.0,36,0.09671532846715329,False,
377,0.0,30,0.1177007299270073,False,
378,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
379,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
380,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
381,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
382,0.7791970802919708,20,0.18181818181818182,True,high_missingness_in_train
383,0.7791970802919708,239,0.008264462809917356,True,high_missingness_in_train
384,0.7791970802919708,240,0.008264462809917356,True,high_missingness_in_train
385,0.3686131386861314,215,0.02601156069364162,False,
386,0.0,181,0.021897810218978103,False,
387,0.0,15,0.9872262773722628,False,
388,0.0,1096,0.0009124087591240876,False,
389,0.0,70,0.333029197080292,False,
390,0.0,1031,0.002737226277372263,False,
391,0.0,163,0.01824817518248175,False,
392,0.0,106,0.04105839416058394,False,
393,0.0,743,0.004562043795620438,False,
394,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
395,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
396,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
397,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
398,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
399,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
400,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
401,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
402,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
403,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
404,0.005474452554744526,1,1.0,True,zero_variance_in_train|near_constant_in_train
405,0.004562043795620438,184,0.026581118240146653,False,
406,0.004562043795620438,249,0.00916590284142988,False,
407,0.004562043795620438,247,0.00916590284142988,False,
408,0.004562043795620438,500,0.00916590284142988,False,
409,0.005474452554744526,1087,0.001834862385321101,False,
410,0.005474452554744526,1081,0.001834862385321101,False,
411,0.0036496350364963502,365,0.010073260073260074,False,
412,0.0036496350364963502,370,0.009157509157509158,False,
413,0.0036496350364963502,370,0.009157509157509158,False,
414,0.0036496350364963502,1,1.0,True,zero_variance_in_train|near_constant_in_train
415,0.0036496350364963502,367,0.009157509157509158,False,
416,0.005474452554744526,366,0.009174311926605505,False,
417,0.0,1086,0.002737226277372263,False,
418,0.0,725,0.3385036496350365,False,
419,0.0,581,0.46897810218978103,False,
420,0.0,1077,0.0018248175182481751,False,
421,0.0,1080,0.0018248175182481751,False,
422,0.0,1,1.0,True,zero_variance_in_train|near_constant_in_train
423,0.0,1095,0.0018248175182481751,False,
424,0.0,1073,0.0018248175182481751,False,
425,0.0,1087,0.0018248175182481751,False,
426,0.0,1054,0.002737226277372263,False,
427,0.0,1080,0.0018248175182481751,False,
428,0.009124087591240875,297,0.009208103130755065,False,
429,0.0,1082,0.002737226277372263,False,
430,0.0018248175182481751,1087,0.004570383912248629,False,
431,0.0018248175182481751,1088,0.004570383912248629,False,
432,0.0018248175182481751,1046,0.04113345521023766,False,
433,0.0018248175182481751,974,0.10511882998171847,False,
434,0.0018248175182481751,1078,0.004570383912248629,False,
435,0.0018248175182481751,1071,0.004570383912248629,False,
436,0.0018248175182481751,1081,0.004570383912248629,False,
437,0.0018248175182481751,1062,0.0018281535648994515,False,
438,0.0018248175182481751,769,0.009140767824497258,False,
439,0.0018248175182481751,1090,0.0018281535648994515,False,
440,0.0018248175182481751,1092,0.0018281535648994515,False,
441,0.0009124087591240876,271,0.010958904109589041,False,
442,0.0009124087591240876,277,0.012785388127853882,False,
443,0.0009124087591240876,273,0.0091324200913242,False,
444,0.0009124087591240876,270,0.011872146118721462,False,
445,0.0009124087591240876,273,0.01004566210045662,False,
446,0.0009124087591240876,280,0.006392694063926941,False,
447,0.0009124087591240876,266,0.010958904109589041,False,
448,0.0009124087591240876,270,0.010958904109589041,False,
449,0.010036496350364963,1,1.0,True,zero_variance_in_train|near_constant_in_train
450,0.010036496350364963,1,1.0,True,zero_variance_in_train|near_constant_in_train
451,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
452,0.0009124087591240876,1070,0.0027397260273972603,False,
453,0.0009124087591240876,1088,0.0018264840182648401,False,
454,0.0009124087591240876,1092,0.0018264840182648401,False,
455,0.0009124087591240876,1074,0.0018264840182648401,False,
456,0.0009124087591240876,1084,0.0018264840182648401,False,
457,0.0009124087591240876,1087,0.0018264840182648401,False,
458,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
459,0.0009124087591240876,1067,0.0018264840182648401,False,
460,0.0009124087591240876,1095,0.0009132420091324201,False,
461,0.0009124087591240876,1,1.0,True,zero_variance_in_train|near_constant_in_train
462,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
463,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
464,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
465,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
466,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
467,0.002737226277372263,326,0.008234217749313814,False,
468,0.0036496350364963502,939,0.14102564102564102,False,
469,0.002737226277372263,1067,0.0018298261665141812,False,
470,0.002737226277372263,1086,0.0018298261665141812,False,
471,0.002737226277372263,1091,0.0018298261665141812,False,
472,0.0036496350364963502,1092,0.0009157509157509158,False,
473,0.0036496350364963502,1092,0.0009157509157509158,False,
474,0.0036496350364963502,1091,0.0018315018315018315,False,
475,0.002737226277372263,1085,0.0018298261665141812,False,
476,0.002737226277372263,1092,0.0018298261665141812,False,
477,0.002737226277372263,1083,0.0018298261665141812,False,
478,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
479,0.002737226277372263,1067,0.0027447392497712718,False,
480,0.002737226277372263,1092,0.0018298261665141812,False,
481,0.002737226277372263,1,1.0,True,zero_variance_in_train|near_constant_in_train
482,0.0,778,0.29105839416058393,False,
483,0.0,1020,0.06843065693430657,False,
484,0.0,922,0.15693430656934307,False,
485,0.0,977,0.10857664233576643,False,
486,0.0,772,0.2956204379562044,False,
487,0.0,875,0.20255474452554745,False,
488,0.0,959,0.125,False,
489,0.0,951,0.13138686131386862,False,
490,0.0,1095,0.0018248175182481751,False,
491,0.008211678832116789,406,0.00919963201471941,False,
492,0.8968978102189781,113,0.008849557522123894,True,high_missingness_in_train
493,0.0,466,0.010036496350364963,False,
494,0.0,705,0.006386861313868613,False,
495,0.0,741,0.004562043795620438,False,
496,0.010948905109489052,1082,0.0018450184501845018,False,
497,0.010948905109489052,1080,0.0018450184501845018,False,
498,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
499,0.0,497,0.5437956204379562,False,
500,0.0,433,0.5994525547445255,False,
501,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
502,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
503,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
504,0.0018248175182481751,1,1.0,True,zero_variance_in_train|near_constant_in_train
